name,class,year,week,weeks_since,show_count,current_overall_average,current_me_average,current_ve_average,current_m_average,current_v_average,last_show_overall_score,last_show_me_score,last_show_ve_score,last_show_m_score,last_show_v_score,overall score,me score,ve score,m score,v score,last_overall_jump,last_me_jump,last_ve_jump,last_m_jump,last_v_jump,last_2_overall_average,last_2_me_average,last_2_ve_average,last_2_m_average,last_2_v_average
Biloxi H.S.,PSA,2014,2,1,1,78.9,31.2,33.5,14.2,0.0,78.9,31.2,33.5,14.2,0.0,80.75,32.2,32.85,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biloxi H.S.,PSA,2014,5,3,2,79.825,31.7,33.175,14.95,0.0,80.75,32.2,32.85,15.7,0.0,82.05,34.0,32.15,15.9,0.0,1.85,1.0,-0.65,1.5,0.0,79.825,31.7,33.175,14.95,0.0
Biloxi H.S.,PSA,2014,8,3,3,80.567,32.467,32.833,15.267,0.0,82.05,34.0,32.15,15.9,0.0,89.1,36.2,35.6,17.3,0.0,1.3,1.8,-0.7,0.2,0.0,81.4,33.1,32.5,15.8,0.0
Buffalo High School,PSA,2014,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.8,28.6,28.2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buffalo High School,PSA,2014,5,3,1,70.8,28.6,28.2,14.0,0.0,70.8,28.6,28.2,14.0,0.0,80.95,31.6,32.95,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buffalo High School,PSA,2014,6,1,2,75.875,30.1,30.575,15.2,0.0,80.95,31.6,32.95,16.4,0.0,73.55,28.8,29.25,15.5,0.0,10.15,3.0,4.75,2.4,0.0,75.875,30.1,30.575,15.2,0.0
Burnsville High School,PSA,2014,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.35,29.4,31.65,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burnsville High School,PSA,2014,2,2,1,75.35,29.4,31.65,14.3,0.0,75.35,29.4,31.65,14.3,0.0,78.1,31.2,30.2,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burnsville High School,PSA,2014,4,2,2,76.725,30.3,30.925,15.5,0.0,78.1,31.2,30.2,16.7,0.0,83.0,33.6,32.3,17.1,0.0,2.75,1.8,-1.45,2.4,0.0,76.725,30.3,30.925,15.5,0.0
Burnsville High School,PSA,2014,5,1,3,78.817,31.4,31.383,16.033,0.0,83.0,33.6,32.3,17.1,0.0,83.1,33.6,33.0,16.5,0.0,4.9,2.4,2.1,0.4,0.0,80.55,32.4,31.25,16.9,0.0
Burnsville High School,PSA,2014,6,1,4,79.887,31.95,31.787,16.15,0.0,83.1,33.6,33.0,16.5,0.0,86.65,34.8,34.95,16.9,0.0,0.1,0.0,0.7,-0.6,0.0,83.05,33.6,32.65,16.8,0.0
Central Bucks South,PSA,2014,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.65,29.0,28.45,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central Bucks South,PSA,2014,5,1,1,71.65,29.0,28.45,14.2,0.0,71.65,29.0,28.45,14.2,0.0,75.05,30.8,31.25,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central Bucks South,PSA,2014,8,3,2,73.35,29.9,29.85,13.6,0.0,75.05,30.8,31.25,13.0,0.0,82.2,31.0,35.1,16.1,0.0,3.4,1.8,2.8,-1.2,0.0,73.35,29.9,29.85,13.6,0.0
Central Lafourche H.S.,PSA,2014,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.45,27.4,32.55,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central Lafourche H.S.,PSA,2014,5,4,1,73.45,27.4,32.55,13.5,0.0,73.45,27.4,32.55,13.5,0.0,79.35,32.6,31.35,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central Lafourche H.S.,PSA,2014,7,2,2,76.4,30.0,31.95,14.45,0.0,79.35,32.6,31.35,15.4,0.0,81.1,32.8,32.4,15.9,0.0,5.9,5.2,-1.2,1.9,0.0,76.4,30.0,31.95,14.45,0.0
Central Lafourche H.S.,PSA,2014,8,1,3,77.967,30.933,32.1,14.933,0.0,81.1,32.8,32.4,15.9,0.0,83.65,33.6,33.75,16.3,0.0,1.75,0.2,1.05,0.5,0.0,80.225,32.7,31.875,15.65,0.0
Coatesville,PSA,2014,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.9,28.0,25.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coatesville,PSA,2014,4,1,1,67.9,28.0,25.0,14.9,0.0,67.9,28.0,25.0,14.9,0.0,70.0,29.2,27.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coatesville,PSA,2014,5,1,2,68.95,28.6,26.4,13.95,0.0,70.0,29.2,27.8,13.0,0.0,75.75,30.4,32.05,13.3,0.0,2.1,1.2,2.8,-1.9,0.0,68.95,28.6,26.4,13.95,0.0
Coatesville,PSA,2014,8,3,3,71.217,29.2,28.283,13.733,0.0,75.75,30.4,32.05,13.3,0.0,84.8,33.2,34.7,16.9,0.0,5.75,1.2,4.25,0.3,0.0,72.875,29.8,29.925,13.15,0.0
Coon Rapids High School,PSA,2014,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.4,30.2,29.9,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coon Rapids High School,PSA,2014,5,2,1,75.4,30.2,29.9,15.3,0.0,75.4,30.2,29.9,15.3,0.0,80.25,32.0,31.55,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Destrehan H.S.,PSA,2014,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.25,29.2,31.05,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Destrehan H.S.,PSA,2014,5,4,1,74.25,29.2,31.05,14.0,0.0,74.25,29.2,31.05,14.0,0.0,80.4,33.2,32.5,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Destrehan H.S.,PSA,2014,7,2,2,77.325,31.2,31.775,14.35,0.0,80.4,33.2,32.5,14.7,0.0,83.55,34.6,33.75,15.2,0.0,6.15,4.0,1.45,0.7,0.0,77.325,31.2,31.775,14.35,0.0
Destrehan H.S.,PSA,2014,8,1,3,79.4,32.333,32.433,14.633,0.0,83.55,34.6,33.75,15.2,0.0,86.2,34.6,36.0,15.6,0.0,3.15,1.4,1.25,0.5,0.0,81.975,33.9,33.125,14.95,0.0
Downingtown,PSA,2014,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.8,30.7,29.9,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Downingtown,PSA,2014,4,1,1,75.8,30.7,29.9,15.2,0.0,75.8,30.7,29.9,15.2,0.0,75.4,30.2,29.8,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Downingtown,PSA,2014,5,1,2,75.6,30.45,29.85,15.3,0.0,75.4,30.2,29.8,15.4,0.0,83.6,34.0,33.1,16.5,0.0,-0.4,-0.5,-0.1,0.2,0.0,75.6,30.45,29.85,15.3,0.0
Fontainebleau H.S.,PSA,2014,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.35,30.8,30.05,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fontainebleau H.S.,PSA,2014,5,3,1,75.35,30.8,30.05,14.5,0.0,75.35,30.8,30.05,14.5,0.0,80.1,32.0,31.3,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fontainebleau H.S.,PSA,2014,8,3,2,77.725,31.4,30.675,15.65,0.0,80.1,32.0,31.3,16.8,0.0,87.0,35.4,34.7,16.9,0.0,4.75,1.2,1.25,2.3,0.0,77.725,31.4,30.675,15.65,0.0
Forest Lake High School,PSA,2014,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.55,31.2,31.55,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forest Lake High School,PSA,2014,4,3,1,76.55,31.2,31.55,13.8,0.0,76.55,31.2,31.55,13.8,0.0,80.15,32.6,32.45,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forest Lake High School,PSA,2014,6,2,2,78.35,31.9,32.0,14.45,0.0,80.15,32.6,32.45,15.1,0.0,79.4,31.4,32.6,15.4,0.0,3.6,1.4,0.9,1.3,0.0,78.35,31.9,32.0,14.45,0.0
Gulfport H.S.,PSA,2014,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.6,26.8,25.9,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gulfport H.S.,PSA,2014,2,2,1,65.6,26.8,25.9,12.9,0.0,65.6,26.8,25.9,12.9,0.0,70.95,28.4,27.95,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gulfport H.S.,PSA,2014,7,5,2,68.275,27.6,26.925,13.75,0.0,70.95,28.4,27.95,14.6,0.0,79.7,32.2,30.7,16.8,0.0,5.35,1.6,2.05,1.7,0.0,68.275,27.6,26.925,13.75,0.0
Gulfport H.S.,PSA,2014,8,1,3,72.083,29.133,28.183,14.767,0.0,79.7,32.2,30.7,16.8,0.0,80.4,32.6,32.0,15.8,0.0,8.75,3.8,2.75,2.2,0.0,75.325,30.3,29.325,15.7,0.0
Harrison Central H.S.,PSA,2014,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.65,26.0,24.65,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harrison Central H.S.,PSA,2014,2,2,1,63.65,26.0,24.65,13.0,0.0,63.65,26.0,24.65,13.0,0.0,72.85,29.2,29.25,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harrison Central H.S.,PSA,2014,5,3,2,68.25,27.6,26.95,13.7,0.0,72.85,29.2,29.25,14.4,0.0,74.4,31.2,29.1,14.1,0.0,9.2,3.2,4.6,1.4,0.0,68.25,27.6,26.95,13.7,0.0
Harrison Central H.S.,PSA,2014,8,3,3,70.3,28.8,27.667,13.833,0.0,74.4,31.2,29.1,14.1,0.0,81.65,33.2,32.95,15.5,0.0,1.55,2.0,-0.15,-0.3,0.0,73.625,30.2,29.175,14.25,0.0
Highland,PSA,2014,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.35,32.6,25.55,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Highland,PSA,2014,8,5,1,72.35,32.6,25.55,14.2,0.0,72.35,32.6,25.55,14.2,0.0,81.5,32.4,32.85,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laguna Hills HS,PSA,2014,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,27.4,28.7,12.9,-6.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laguna Hills HS,PSA,2014,2,2,1,69.0,27.4,28.7,12.9,-6.95,69.0,27.4,28.7,12.9,-6.95,68.0,27.0,28.3,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lake Lehman,PSA,2014,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,29.2,29.5,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lake Lehman,PSA,2014,4,1,1,72.0,29.2,29.5,13.3,0.0,72.0,29.2,29.5,13.3,0.0,67.6,27.2,26.7,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lake Lehman,PSA,2014,8,4,2,69.8,28.2,28.1,13.5,0.0,67.6,27.2,26.7,13.7,0.0,82.3,31.4,34.3,16.6,0.0,-4.4,-2.0,-2.8,0.4,0.0,69.8,28.2,28.1,13.5,0.0
Maple Mountain HS,PSA,2014,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.25,28.0,28.25,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maple Mountain HS,PSA,2014,3,1,1,67.25,28.0,28.25,11.0,0.0,67.25,28.0,28.25,11.0,0.0,76.5,31.6,29.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maple Mountain HS,PSA,2014,5,2,2,71.875,29.8,28.625,13.45,0.0,76.5,31.6,29.0,15.9,0.0,71.85,30.0,28.75,13.1,0.0,9.25,3.6,0.75,4.9,0.0,71.875,29.8,28.625,13.45,0.0
Maple Mountain HS,PSA,2014,6,1,3,71.867,29.867,28.667,13.333,0.0,71.85,30.0,28.75,13.1,0.0,79.05,31.2,30.95,16.9,0.0,-4.65,-1.6,-0.25,-2.8,0.0,74.175,30.8,28.875,14.5,0.0
Maple Mountain HS,PSA,2014,9,3,4,73.662,30.2,29.238,14.225,0.0,79.05,31.2,30.95,16.9,0.0,85.35,33.2,35.35,16.8,0.0,7.2,1.2,2.2,3.8,0.0,75.45,30.6,29.85,15.0,0.0
Methacton,PSA,2014,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.3,27.0,27.5,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Methacton,PSA,2014,4,1,1,67.3,27.0,27.5,12.8,0.0,67.3,27.0,27.5,12.8,0.0,72.45,29.8,28.85,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Methacton,PSA,2014,8,4,2,69.875,28.4,28.175,13.3,0.0,72.45,29.8,28.85,13.8,0.0,78.6,29.8,32.3,16.5,0.0,5.15,2.8,1.35,1.0,0.0,69.875,28.4,28.175,13.3,0.0
North Penn,PSA,2014,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.65,27.2,24.45,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Penn,PSA,2014,5,2,1,65.65,27.2,24.45,14.0,0.0,65.65,27.2,24.45,14.0,0.0,72.6,29.6,29.3,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Penn,PSA,2014,8,3,2,69.125,28.4,26.875,13.85,0.0,72.6,29.6,29.3,13.7,0.0,85.1,31.8,35.5,17.8,0.0,6.95,2.4,4.85,-0.3,0.0,69.125,28.4,26.875,13.85,0.0
Ogden HS,PSA,2014,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.9,25.2,29.5,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ogden HS,PSA,2014,3,1,1,65.9,25.2,29.5,11.2,0.0,65.9,25.2,29.5,11.2,0.0,74.3,28.2,30.7,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ogden HS,PSA,2014,5,2,2,70.1,26.7,30.1,13.3,0.0,74.3,28.2,30.7,15.4,0.0,70.3,28.0,28.4,13.9,0.0,8.4,3.0,1.2,4.2,0.0,70.1,26.7,30.1,13.3,0.0
Ogden HS,PSA,2014,6,1,3,70.167,27.133,29.533,13.5,0.0,70.3,28.0,28.4,13.9,0.0,75.35,29.6,28.95,16.8,0.0,-4.0,-0.2,-2.3,-1.5,0.0,72.3,28.1,29.55,14.65,0.0
Old Bridge,PSA,2014,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.9,30.6,31.5,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Old Bridge,PSA,2014,4,1,1,77.9,30.6,31.5,15.8,0.0,77.9,30.6,31.5,15.8,0.0,79.15,31.4,31.65,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payson HS,PSA,2014,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.9,26.0,26.7,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payson HS,PSA,2014,3,1,1,65.9,26.0,26.7,13.2,0.0,65.9,26.0,26.7,13.2,0.0,76.1,29.8,29.4,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payson HS,PSA,2014,6,3,2,71.0,27.9,28.05,15.05,0.0,76.1,29.8,29.4,16.9,0.0,77.75,30.2,30.15,17.4,0.0,10.2,3.8,2.7,3.7,0.0,71.0,27.9,28.05,15.05,0.0
Pennsauken,PSA,2014,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.85,30.3,30.95,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pennsauken,PSA,2014,4,1,1,75.85,30.3,30.95,14.6,0.0,75.85,30.3,30.95,14.6,0.0,80.65,32.4,32.25,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pennsauken,PSA,2014,5,1,2,78.25,31.35,31.6,15.3,0.0,80.65,32.4,32.25,16.0,0.0,85.65,34.2,34.05,17.4,0.0,4.8,2.1,1.3,1.4,0.0,78.25,31.35,31.6,15.3,0.0
Pennsauken,PSA,2014,8,3,3,80.717,32.3,32.417,16.0,0.0,85.65,34.2,34.05,17.4,0.0,92.5,36.4,37.9,18.2,0.0,5.0,1.8,1.8,1.4,0.0,83.15,33.3,33.15,16.7,0.0
Perkiomen Valley,PSA,2014,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.65,30.2,28.85,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Perkiomen Valley,PSA,2014,4,1,1,72.65,30.2,28.85,13.6,0.0,72.65,30.2,28.85,13.6,0.0,72.5,28.6,29.4,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Perkiomen Valley,PSA,2014,8,4,2,72.575,29.4,29.125,14.05,0.0,72.5,28.6,29.4,14.5,0.0,89.35,35.6,36.55,17.2,0.0,-0.15,-1.6,0.55,0.9,0.0,72.575,29.4,29.125,14.05,0.0
Pleasant Grove HS,PSA,2014,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.7,29.4,31.8,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pleasant Grove HS,PSA,2014,3,1,1,73.7,29.4,31.8,12.5,0.0,73.7,29.4,31.8,12.5,0.0,82.0,31.6,34.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pleasant Grove HS,PSA,2014,5,2,2,77.85,30.5,32.9,14.45,0.0,82.0,31.6,34.0,16.4,0.0,78.55,31.4,32.35,14.8,0.0,8.3,2.2,2.2,3.9,0.0,77.85,30.5,32.9,14.45,0.0
Pleasant Grove HS,PSA,2014,6,1,3,78.083,30.8,32.717,14.567,0.0,78.55,31.4,32.35,14.8,0.0,83.7,33.2,33.1,17.4,0.0,-3.45,-0.2,-1.65,-1.6,0.0,80.275,31.5,33.175,15.6,0.0
Pleasant Grove HS,PSA,2014,8,2,4,79.488,31.4,32.812,15.275,0.0,83.7,33.2,33.1,17.4,0.0,85.3,33.6,35.7,16.0,0.0,5.15,1.8,0.75,2.6,0.0,81.125,32.3,32.725,16.1,0.0
Pleasant Grove HS,PSA,2014,9,1,5,80.65,31.84,33.39,15.42,0.0,85.3,33.6,35.7,16.0,0.0,88.95,34.8,37.15,17.0,0.0,1.6,0.4,2.6,-1.4,0.0,84.5,33.4,34.4,16.7,0.0
Provo HS,PSA,2014,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.55,33.6,34.45,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Provo HS,PSA,2014,9,1,1,83.55,33.6,34.45,15.5,0.0,83.55,33.6,34.45,15.5,0.0,84.25,33.6,34.55,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
River Valley Percussion Theatre of Elk River High School,PSA,2014,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.05,30.3,33.85,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
River Valley Percussion Theatre of Elk River High School,PSA,2014,1,1,1,78.05,30.3,33.85,13.9,0.0,78.05,30.3,33.85,13.9,0.0,76.85,29.2,32.45,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
River Valley Percussion Theatre of Elk River High School,PSA,2014,3,2,2,77.45,29.75,33.15,14.55,0.0,76.85,29.2,32.45,15.2,0.0,79.8,32.4,31.4,16.0,0.0,-1.2,-1.1,-1.4,1.3,0.0,77.45,29.75,33.15,14.55,0.0
River Valley Percussion Theatre of Elk River High School,PSA,2014,4,1,3,78.233,30.633,32.567,15.033,0.0,79.8,32.4,31.4,16.0,0.0,85.65,34.4,34.15,17.1,0.0,2.95,3.2,-1.05,0.8,0.0,78.325,30.8,31.925,15.6,0.0
River Valley Percussion Theatre of Elk River High School,PSA,2014,6,2,4,80.088,31.575,32.963,15.55,0.0,85.65,34.4,34.15,17.1,0.0,84.3,34.4,32.6,17.3,0.0,5.85,2.0,2.75,1.1,0.0,82.725,33.4,32.775,16.55,0.0
Rochester Lourdes,PSA,2014,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.2,26.8,30.9,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rochester Lourdes,PSA,2014,6,5,1,72.2,26.8,30.9,14.5,0.0,72.2,26.8,30.9,14.5,0.0,81.35,32.4,32.75,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roy HS,PSA,2014,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.45,25.6,27.95,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roy HS,PSA,2014,3,1,1,65.45,25.6,27.95,11.9,0.0,65.45,25.6,27.95,11.9,0.0,76.1,30.4,29.8,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roy HS,PSA,2014,5,2,2,70.775,28.0,28.875,13.9,0.0,76.1,30.4,29.8,15.9,0.0,70.2,29.4,27.2,13.6,0.0,10.65,4.8,1.85,4.0,0.0,70.775,28.0,28.875,13.9,0.0
Roy HS,PSA,2014,6,1,3,70.583,28.467,28.317,13.8,0.0,70.2,29.4,27.2,13.6,0.0,76.45,30.0,29.35,17.1,0.0,-5.9,-1.0,-2.6,-2.3,0.0,73.15,29.9,28.5,14.75,0.0
Sauk Rapids High School,PSA,2014,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.15,29.2,31.45,13.5,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sauk Rapids High School,PSA,2014,2,2,1,74.15,29.2,31.45,13.5,-1.1,74.15,29.2,31.45,13.5,-1.1,75.65,29.0,31.15,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sauk Rapids High School,PSA,2014,4,2,2,74.9,29.1,31.3,14.5,-0.55,75.65,29.0,31.15,15.5,0.0,75.7,28.8,32.5,14.4,0.0,1.5,-0.2,-0.3,2.0,1.1,74.9,29.1,31.3,14.5,-0.55
Sauk Rapids High School,PSA,2014,5,1,3,75.167,29.0,31.7,14.467,-0.367,75.7,28.8,32.5,14.4,0.0,85.55,33.9,33.75,17.9,0.0,0.05,-0.2,1.35,-1.1,0.0,75.675,28.9,31.825,14.95,0.0
Sauk Rapids High School,PSA,2014,6,1,4,77.762,30.225,32.212,15.325,-0.275,85.55,33.9,33.75,17.9,0.0,79.5,32.2,30.6,16.7,0.0,9.85,5.1,1.25,3.5,0.0,80.625,31.35,33.125,16.15,0.0
South Hills HS,PSA,2014,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.15,30.2,30.75,14.2,-5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Hills HS,PSA,2014,2,2,1,75.15,30.2,30.75,14.2,-5.7,75.15,30.2,30.75,14.2,-5.7,75.4,29.0,31.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South St. Paul High School,PSA,2014,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.1,28.2,32.8,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South St. Paul High School,PSA,2014,1,1,1,74.1,28.2,32.8,13.1,0.0,74.1,28.2,32.8,13.1,0.0,76.55,30.8,30.85,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South St. Paul High School,PSA,2014,6,5,2,75.325,29.5,31.825,14.0,0.0,76.55,30.8,30.85,14.9,0.0,79.775,30.8,33.075,15.9,0.0,2.45,2.6,-1.95,1.8,0.0,75.325,29.5,31.825,14.0,0.0
Temescal Canyon HS,PSA,2014,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,27.0,28.3,14.2,-4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Temescal Canyon HS,PSA,2014,2,2,1,69.5,27.0,28.3,14.2,-4.55,69.5,27.0,28.3,14.2,-4.55,71.6,30.6,26.2,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unionville,PSA,2014,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.9,28.4,30.2,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unionville,PSA,2014,5,1,1,72.9,28.4,30.2,14.3,0.0,72.9,28.4,30.2,14.3,0.0,77.55,31.0,30.85,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
