name,class,year,week,weeks_since,show_count,current_overall_average,current_me_average,current_ve_average,current_m_average,current_v_average,last_show_overall_score,last_show_me_score,last_show_ve_score,last_show_m_score,last_show_v_score,overall score,me score,ve score,m score,v score,last_overall_jump,last_me_jump,last_ve_jump,last_m_jump,last_v_jump,last_2_overall_average,last_2_me_average,last_2_ve_average,last_2_m_average,last_2_v_average
Carroll High School Indoor Percussion Ensemble,PSO,2023,7,2,1,73.2,24.3,13.3,21.2,14.4,73.2,24.3,13.3,21.2,14.4,77.85,23.25,15.5,23.9,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carroll High School Indoor Percussion Ensemble,PSO,2023,8,1,2,75.525,23.775,14.4,22.55,14.8,77.85,23.25,15.5,23.9,15.2,77.775,24.45,15.85,22.35,15.125,4.65,-1.05,2.2,2.7,0.8,75.525,23.775,14.4,22.55,14.8
Carroll High School Indoor Percussion Ensemble,PSO,2023,10,2,3,76.275,24.0,14.883,22.483,14.908,77.775,24.45,15.85,22.35,15.125,79.726,24.375,15.9,22.5,16.95,-0.075,1.2,0.35,-1.55,-0.075,77.812,23.85,15.675,23.125,15.162
Cerritos HS,PSO,2023,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.15,25.05,17.5,24.4,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cerritos HS,PSO,2023,12,4,1,83.15,25.05,17.5,24.4,16.2,83.15,25.05,17.5,24.4,16.2,87.901,26.475,16.75,26.6,18.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chino HS,PSO,2023,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.225,24.825,15.4,23.8,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chino HS,PSO,2023,8,2,1,78.225,24.825,15.4,23.8,14.2,78.225,24.825,15.4,23.8,14.2,81.4,24.3,16.0,25.5,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chino HS,PSO,2023,12,4,2,79.812,24.562,15.7,24.65,14.9,81.4,24.3,16.0,25.5,15.6,92.45,28.2,18.45,27.2,18.6,3.175,-0.525,0.6,1.7,1.4,79.812,24.562,15.7,24.65,14.9
Clover HS,PSO,2023,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.35,25.35,16.4,25.6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clover HS,PSO,2023,13,7,1,83.35,25.35,16.4,25.6,16.0,83.35,25.35,16.4,25.6,16.0,97.863,29.512,19.7,29.425,19.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis HS,PSO,2023,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.65,18.8,19.8,14.45,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis HS,PSO,2023,5,1,1,66.65,18.8,19.8,14.45,13.6,66.65,18.8,19.8,14.45,13.6,69.11,21.1,20.1,14.71,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis HS,PSO,2023,7,2,2,67.88,19.95,19.95,14.58,13.4,69.11,21.1,20.1,14.71,13.2,76.65,22.95,14.5,24.6,14.6,2.46,2.3,0.3,0.26,-0.4,67.88,19.95,19.95,14.58,13.4
Davis HS,PSO,2023,10,3,3,70.803,20.95,18.133,17.92,13.8,76.65,22.95,14.5,24.6,14.6,84.5,26.1,24.75,16.55,17.1,7.54,1.85,-5.6,9.89,1.4,72.88,22.025,17.3,19.655,13.9
Davis HS,PSO,2023,12,2,4,74.227,22.238,19.788,17.578,14.625,84.5,26.1,24.75,16.55,17.1,87.8,25.9,26.1,17.7,18.1,7.85,3.15,10.25,-8.05,2.5,80.575,24.525,19.625,20.575,15.85
Decatur Central Winter Percussion Ensemble,PSO,2023,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.55,22.5,14.9,22.8,15.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Decatur Central Winter Percussion Ensemble,PSO,2023,5,1,1,75.55,22.5,14.9,22.8,15.35,75.55,22.5,14.9,22.8,15.35,76.9,23.1,15.8,22.6,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Decatur Central Winter Percussion Ensemble,PSO,2023,8,3,2,76.225,22.8,15.35,22.7,15.375,76.9,23.1,15.8,22.6,15.4,81.101,25.65,15.7,23.4,16.35,1.35,0.6,0.9,-0.2,0.05,76.225,22.8,15.35,22.7,15.375
Decatur Central Winter Percussion Ensemble,PSO,2023,10,2,3,77.85,23.75,15.467,22.933,15.7,81.101,25.65,15.7,23.4,16.35,83.126,24.825,17.1,24.5,16.7,4.201,2.55,-0.1,0.8,0.95,79.0,24.375,15.75,23.0,15.875
Dobyns-Bennett HS,PSO,2023,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.3,22.5,15.3,22.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dobyns-Bennett HS,PSO,2023,8,2,1,75.3,22.5,15.3,22.5,15.0,75.3,22.5,15.3,22.5,15.0,78.851,23.1,16.7,22.55,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eden Prairie High School,PSO,2023,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.475,25.875,15.75,24.4,16.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eden Prairie High School,PSO,2023,10,1,1,82.475,25.875,15.75,24.4,16.45,82.475,25.875,15.75,24.4,16.45,83.075,24.975,15.35,25.7,17.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Dorado HS,PSO,2023,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.25,21.75,15.0,20.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Dorado HS,PSO,2023,6,2,1,72.25,21.75,15.0,20.5,15.0,72.25,21.75,15.0,20.5,15.0,76.8,23.7,15.7,21.9,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Dorado HS,PSO,2023,8,2,2,74.525,22.725,15.35,21.2,15.25,76.8,23.7,15.7,21.9,15.5,81.5,25.5,16.3,24.7,15.0,4.55,1.95,0.7,1.4,0.5,74.525,22.725,15.35,21.2,15.25
El Dorado HS,PSO,2023,12,4,3,76.85,23.65,15.667,22.367,15.167,81.5,25.5,16.3,24.7,15.0,85.638,25.312,16.45,26.05,17.825,4.7,1.8,0.6,2.8,-0.5,79.15,24.6,16.0,23.3,15.25
Escondido Union HSD,PSO,2023,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.801,23.1,15.3,22.6,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escondido Union HSD,PSO,2023,12,4,1,75.801,23.1,15.3,22.6,14.8,75.801,23.1,15.3,22.6,14.8,83.525,25.275,15.35,25.9,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fair Lawn HS,PSO,2023,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.3,24.9,15.5,24.4,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fair Lawn HS,PSO,2023,8,3,1,80.3,24.9,15.5,24.4,15.5,80.3,24.9,15.5,24.4,15.5,86.1,26.4,17.3,24.7,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foothill HS (NV),PSO,2023,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.05,26.25,16.6,22.6,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foothill HS (NV),PSO,2023,9,2,1,83.05,26.25,16.6,22.6,17.6,83.05,26.25,16.6,22.6,17.6,82.951,23.85,17.4,23.5,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fort Wayne IN,PSO,2023,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.55,24.15,13.6,21.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fort Wayne IN,PSO,2023,6,1,1,73.55,24.15,13.6,21.8,14.0,73.55,24.15,13.6,21.8,14.0,79.35,24.3,15.1,24.95,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fort Wayne IN,PSO,2023,7,1,2,76.45,24.225,14.35,23.375,14.5,79.35,24.3,15.1,24.95,15.0,76.551,21.75,15.7,23.7,15.4,5.8,0.15,1.5,3.15,1.0,76.45,24.225,14.35,23.375,14.5
Fort Wayne IN,PSO,2023,8,1,3,76.484,23.4,14.8,23.483,14.8,76.551,21.75,15.7,23.7,15.4,76.213,23.737,15.45,21.65,15.375,-2.799,-2.55,0.6,-1.25,0.4,77.95,23.025,15.4,24.325,15.2
Fort Wayne IN,PSO,2023,10,2,4,76.416,23.484,14.962,23.025,14.944,76.213,23.737,15.45,21.65,15.375,77.75,23.7,15.35,22.45,16.25,-0.338,1.987,-0.25,-2.05,-0.025,76.382,22.743,15.575,22.675,15.388
Fountain Valley HS,PSO,2023,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.1,21.9,14.4,22.7,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fountain Valley HS,PSO,2023,4,1,1,73.1,21.9,14.4,22.7,14.1,73.1,21.9,14.4,22.7,14.1,77.45,23.55,15.7,22.3,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fountain Valley HS,PSO,2023,6,2,2,75.275,22.725,15.05,22.5,15.0,77.45,23.55,15.7,22.3,15.9,78.25,25.35,15.7,20.9,16.3,4.35,1.65,1.3,-0.4,1.8,75.275,22.725,15.05,22.5,15.0
Fountain Valley HS,PSO,2023,9,3,3,76.267,23.6,15.267,21.967,15.433,78.25,25.35,15.7,20.9,16.3,88.55,26.85,17.5,26.7,17.5,0.8,1.8,0.0,-1.4,0.4,77.85,24.45,15.7,21.6,16.1
Fountain Valley HS,PSO,2023,12,3,4,79.338,24.412,15.825,23.15,15.95,88.55,26.85,17.5,26.7,17.5,92.413,27.712,18.35,27.825,18.525,10.3,1.5,1.8,5.8,1.2,83.4,26.1,16.6,23.8,16.9
Franklin Community Indoor Percussion,PSO,2023,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.05,25.05,16.3,25.3,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franklin Community Indoor Percussion,PSO,2023,7,1,1,82.05,25.05,16.3,25.3,15.4,82.05,25.05,16.3,25.3,15.4,80.075,23.475,15.9,24.9,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franklin Community Indoor Percussion,PSO,2023,8,1,2,81.062,24.263,16.1,25.1,15.6,80.075,23.475,15.9,24.9,15.8,80.626,24.075,15.7,24.7,16.15,-1.975,-1.575,-0.4,-0.4,0.4,81.062,24.263,16.1,25.1,15.6
Franklin Community Indoor Percussion,PSO,2023,10,2,3,80.917,24.2,15.967,24.967,15.783,80.626,24.075,15.7,24.7,16.15,85.876,26.775,16.7,25.75,16.65,0.551,0.6,-0.2,-0.2,0.35,80.351,23.775,15.8,24.8,15.975
Gahr HS,PSO,2023,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.75,22.35,15.6,22.1,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gahr HS,PSO,2023,7,4,1,74.75,22.35,15.6,22.1,14.7,74.75,22.35,15.6,22.1,14.7,83.25,25.05,16.5,25.4,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goshen High School,PSO,2023,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.876,23.025,14.7,24.8,15.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goshen High School,PSO,2023,10,2,1,77.876,23.025,14.7,24.8,15.35,77.876,23.025,14.7,24.8,15.35,78.5,24.45,14.75,23.8,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Great Oak HS,PSO,2023,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.45,24.75,16.3,23.1,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Great Oak HS,PSO,2023,7,2,1,80.45,24.75,16.3,23.1,16.3,80.45,24.75,16.3,23.1,16.3,84.0,25.2,17.1,24.8,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greenfield-Central Indoor Percussion Ensemble,PSO,2023,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.25,22.65,14.8,23.8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greenfield-Central Indoor Percussion Ensemble,PSO,2023,5,1,1,76.25,22.65,14.8,23.8,15.0,76.25,22.65,14.8,23.8,15.0,77.5,24.0,15.5,22.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greenfield-Central Indoor Percussion Ensemble,PSO,2023,8,3,2,76.875,23.325,15.15,23.15,15.25,77.5,24.0,15.5,22.5,15.5,84.15,25.2,16.25,25.65,17.05,1.25,1.35,0.7,-1.3,0.5,76.875,23.325,15.15,23.15,15.25
Greenfield-Central Indoor Percussion Ensemble,PSO,2023,10,2,3,79.3,23.95,15.517,23.983,15.85,84.15,25.2,16.25,25.65,17.05,87.5,26.1,16.6,27.15,17.65,6.65,1.2,0.75,3.15,1.55,80.825,24.6,15.875,24.075,16.275
Hamilton Southeastern High School,PSO,2023,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.5,24.75,15.2,23.85,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hamilton Southeastern High School,PSO,2023,8,2,1,79.5,24.75,15.2,23.85,15.7,79.5,24.75,15.2,23.85,15.7,79.676,25.275,14.85,22.55,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hamilton Southeastern High School,PSO,2023,10,2,2,79.588,25.012,15.025,23.2,16.35,79.676,25.275,14.85,22.55,17.0,83.926,25.95,15.875,25.2,16.9,0.176,0.525,-0.35,-1.3,1.3,79.588,25.012,15.025,23.2,16.35
Hardin Valley Academy,PSO,2023,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.45,23.25,15.5,23.6,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hardin Valley Academy,PSO,2023,7,1,1,77.45,23.25,15.5,23.6,15.1,77.45,23.25,15.5,23.6,15.1,82.95,24.75,16.6,24.9,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hardin Valley Academy Indoor Percussion Ensemble,PSO,2023,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.35,20.4,22.35,14.8,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hardin Valley Academy Indoor Percussion Ensemble,PSO,2023,4,3,1,72.35,20.4,22.35,14.8,14.8,72.35,20.4,22.35,14.8,14.8,77.2,23.8,22.8,15.8,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Homestead Indoor Percussion,PSO,2023,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.55,24.15,13.6,21.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Homestead Indoor Percussion,PSO,2023,6,1,1,73.55,24.15,13.6,21.8,14.0,73.55,24.15,13.6,21.8,14.0,79.35,24.3,15.1,24.95,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Homestead Indoor Percussion,PSO,2023,7,1,2,76.45,24.225,14.35,23.375,14.5,79.35,24.3,15.1,24.95,15.0,76.551,21.75,15.7,23.7,15.4,5.8,0.15,1.5,3.15,1.0,76.45,24.225,14.35,23.375,14.5
Homestead Indoor Percussion,PSO,2023,8,1,3,76.484,23.4,14.8,23.483,14.8,76.551,21.75,15.7,23.7,15.4,76.213,23.737,15.45,21.65,15.375,-2.799,-2.55,0.6,-1.25,0.4,77.95,23.025,15.4,24.325,15.2
Homestead Indoor Percussion,PSO,2023,10,2,4,76.416,23.484,14.962,23.025,14.944,76.213,23.737,15.45,21.65,15.375,77.75,23.7,15.35,22.45,16.25,-0.338,1.987,-0.25,-2.05,-0.025,76.382,22.743,15.575,22.675,15.388
John Marshall HS,PSO,2023,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.651,21.75,15.5,22.3,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Marshall HS,PSO,2023,9,3,1,74.651,21.75,15.5,22.3,15.1,74.651,21.75,15.5,22.3,15.1,78.701,23.4,15.8,23.4,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kettering Fairmont,PSO,2023,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.9,21.6,14.7,22.7,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kettering Fairmont,PSO,2023,5,3,1,73.9,21.6,14.7,22.7,14.9,73.9,21.6,14.7,22.7,14.9,76.85,22.95,15.3,23.6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kettering Fairmont,PSO,2023,7,2,2,75.375,22.275,15.0,23.15,14.95,76.85,22.95,15.3,23.6,15.0,83.35,25.35,16.4,25.6,16.0,2.95,1.35,0.6,0.9,0.1,75.375,22.275,15.0,23.15,14.95
Kettering Fairmont,PSO,2023,10,3,3,78.033,23.3,15.467,23.967,15.3,83.35,25.35,16.4,25.6,16.0,92.95,28.05,18.5,27.9,18.5,6.5,2.4,1.1,2.0,1.0,80.1,24.15,15.85,24.6,15.5
Kettering Fairmont HS,PSO,2023,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.05,24.75,15.2,24.8,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kettering Fairmont HS,PSO,2023,8,2,1,80.05,24.75,15.2,24.8,15.3,80.05,24.75,15.2,24.8,15.3,88.25,27.45,17.5,26.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kettering Fairmont HS,PSO,2023,13,5,2,84.15,26.1,16.35,25.4,16.3,88.25,27.45,17.5,26.0,17.3,93.051,27.675,18.75,28.1,18.525,8.2,2.7,2.3,1.2,2.0,84.15,26.1,16.35,25.4,16.3
La Quinta HS,PSO,2023,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.4,21.3,16.0,23.3,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Quinta HS,PSO,2023,8,5,1,75.4,21.3,16.0,23.3,14.8,75.4,21.3,16.0,23.3,14.8,75.3,21.6,14.9,23.2,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Quinta HS,PSO,2023,9,1,2,75.35,21.45,15.45,23.25,15.2,75.3,21.6,14.9,23.2,15.6,86.1,27.3,17.3,24.4,17.1,-0.1,0.3,-1.1,-0.1,0.8,75.35,21.45,15.45,23.25,15.2
La Quinta HS,PSO,2023,12,3,3,78.933,23.4,16.067,23.633,15.833,86.1,27.3,17.3,24.4,17.1,87.026,26.325,16.7,26.05,17.95,10.8,5.7,2.4,1.2,1.5,80.7,24.45,16.1,23.8,16.35
Lehi HS,PSO,2023,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.4,18.4,20.85,14.75,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lehi HS,PSO,2023,12,8,1,68.4,18.4,20.85,14.75,14.4,68.4,18.4,20.85,14.75,14.4,84.85,23.8,24.75,17.8,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lone Peak HS,PSO,2023,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.9,18.1,20.4,13.8,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lone Peak HS,PSO,2023,5,1,1,66.9,18.1,20.4,13.8,14.6,66.9,18.1,20.4,13.8,14.6,71.075,21.6,20.175,15.1,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lone Peak HS,PSO,2023,7,2,2,68.988,19.85,20.288,14.45,14.4,71.075,21.6,20.175,15.1,14.2,78.55,23.55,15.4,25.2,14.4,4.175,3.5,-0.225,1.3,-0.4,68.988,19.85,20.288,14.45,14.4
Lone Peak HS,PSO,2023,9,2,3,72.175,21.083,18.658,18.033,14.4,78.55,23.55,15.4,25.2,14.4,76.2,24.0,15.0,21.5,15.7,7.475,1.95,-4.775,10.1,0.2,74.812,22.575,17.788,20.15,14.3
Lone Peak HS,PSO,2023,10,1,4,73.181,21.812,17.744,18.9,14.725,76.2,24.0,15.0,21.5,15.7,83.05,25.4,24.15,16.5,17.0,-2.35,0.45,-0.4,-3.7,1.3,77.375,23.775,15.2,23.35,15.05
Lone Peak HS,PSO,2023,12,2,5,75.155,22.53,19.025,18.42,15.18,83.05,25.4,24.15,16.5,17.0,89.35,26.7,25.95,17.9,18.8,6.85,1.4,9.15,-5.0,1.3,79.625,24.7,19.575,19.0,16.35
Mauldin HS,PSO,2023,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.751,22.05,14.8,22.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauldin HS,PSO,2023,8,2,1,74.751,22.05,14.8,22.0,15.9,74.751,22.05,14.8,22.0,15.9,75.551,23.25,16.4,20.6,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mission Hills HS,PSO,2023,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.2,21.9,15.6,23.6,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mission Hills HS,PSO,2023,8,1,1,76.2,21.9,15.6,23.6,15.1,76.2,21.9,15.6,23.6,15.1,77.7,22.2,17.0,23.1,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mission Hills HS,PSO,2023,9,1,2,76.95,22.05,16.3,23.35,15.25,77.7,22.2,17.0,23.1,15.4,80.551,25.2,16.8,22.95,15.6,1.5,0.3,1.4,-0.5,0.3,76.95,22.05,16.3,23.35,15.25
Northview Indoor Percussion,PSO,2023,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.75,23.85,16.8,25.4,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northview Indoor Percussion,PSO,2023,8,1,1,82.75,23.85,16.8,25.4,16.7,82.75,23.85,16.8,25.4,16.7,84.838,25.462,16.9,25.6,16.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northview Indoor Percussion,PSO,2023,10,2,2,83.794,24.656,16.85,25.5,16.788,84.838,25.462,16.9,25.6,16.875,88.388,25.837,18.25,26.2,18.1,2.088,1.612,0.1,0.2,0.175,83.794,24.656,16.85,25.5,16.788
Norwalk HS Combined Schools,PSO,2023,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6,23.7,14.5,22.3,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norwalk HS Combined Schools,PSO,2023,8,3,1,76.6,23.7,14.5,22.3,16.1,76.6,23.7,14.5,22.3,16.1,83.2,25.5,18.0,23.2,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OConnor HS,PSO,2023,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.15,23.85,16.4,24.1,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OConnor HS,PSO,2023,9,3,1,81.15,23.85,16.4,24.1,16.8,81.15,23.85,16.4,24.1,16.8,85.9,26.4,17.5,25.8,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Old Bridge,PSO,2023,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.95,23.2,22.65,16.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Old Bridge,PSO,2023,6,2,1,77.95,23.2,22.65,16.0,16.1,77.95,23.2,22.65,16.0,16.1,87.65,26.9,26.85,17.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pacifica HS,PSO,2023,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.75,24.45,16.4,25.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pacifica HS,PSO,2023,12,4,1,82.75,24.45,16.4,25.0,16.9,82.75,24.45,16.4,25.0,16.9,93.8,27.975,18.85,28.35,18.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plainfield High School Winter Percussion Ensemble,PSO,2023,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.25,24.15,15.2,23.3,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plainfield High School Winter Percussion Ensemble,PSO,2023,7,3,1,78.25,24.15,15.2,23.3,15.6,78.25,24.15,15.2,23.3,15.6,79.65,22.35,16.3,24.6,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plainfield High School Winter Percussion Ensemble,PSO,2023,8,1,2,78.95,23.25,15.75,23.95,16.0,79.65,22.35,16.3,24.6,16.4,83.55,25.35,17.0,24.45,16.75,1.4,-1.8,1.1,1.3,0.8,78.95,23.25,15.75,23.95,16.0
Plainfield High School Winter Percussion Ensemble,PSO,2023,10,2,3,80.483,23.95,16.167,24.117,16.25,83.55,25.35,17.0,24.45,16.75,86.513,26.212,17.75,25.25,17.3,3.9,3.0,0.7,-0.15,0.35,81.6,23.85,16.65,24.525,16.575
