year,month,day,class,name,overall score,music effect,visual effect,music,visual
2019,March,23,PSO,Granada Hills Charter HS,72.5,21.15,14.2,22.3,14.85
2019,March,23,PIO,Bakersfield College,85.5,25.2,16.5,26.2,17.6
2019,March,23,PIO,Elan Percussion,84.3,26.1,17.5,25.0,15.7
2019,March,23,PIO,Red Wave Indoor,84.15,25.95,16.7,24.9,16.6
2019,March,23,PIO,Vision Percussion,81.2,23.7,16.1,24.0,17.4
2019,March,23,PIO,Gold Indoor Percussion,81.076,25.275,15.1,23.7,17.0
2019,March,23,PIO,Flux Indoor Percussion,79.251,24.15,15.3,23.8,16.0
2019,March,23,PIO,Tri-City Percussion,77.901,22.5,17.0,23.2,15.2
2019,March,23,PIO,Catalyst,76.001,23.1,15.2,22.9,14.8
2019,March,23,PSW,Chino Hills HS,93.45,28.05,18.8,28.3,18.3
2019,March,23,PSW,Arcadia HS,92.1,27.3,18.4,27.4,19.0
2019,March,23,PSW,Ayala HS,91.75,27.45,18.3,27.3,18.7
2019,March,23,PSW,Vista Murrieta HS,86.65,26.55,16.5,25.9,17.7
2019,March,23,PSW,La Quinta HS,86.05,25.35,17.5,26.2,17.0
2019,March,23,PSW,Etiwanda HS,85.951,25.65,17.3,24.8,18.2
2019,March,23,PSW,Rowland HS,83.101,24.45,16.9,24.45,17.3
2019,March,23,PSW,Diamond Bar HS,82.151,23.55,16.4,25.3,16.9
2019,March,23,PSW,Sunny Hills HS,81.751,24.15,16.3,25.1,16.2
2019,March,23,PSW,Cupertino HS,80.05,25.05,15.6,24.0,15.4
2019,March,23,PIW,Broken City,94.75,28.95,19.0,28.3,18.5
2019,March,23,PIW,Pulse Percussion,93.35,28.65,18.9,27.4,18.4
2019,March,23,PIW,RCC,92.4,28.2,18.4,27.7,18.1
2019,March,23,PIW,POW Percussion,87.1,26.4,17.2,26.3,17.2
2019,March,23,PIW,Dark Sky Percussion,85.85,25.95,17.3,25.3,17.3
2019,March,23,PIW,Vessel,84.051,25.65,16.8,24.9,16.7
2019,March,23,PIW,Breakthrough Indoor Percussion,79.851,23.85,16.3,23.4,16.3
2018,March,31,PIA,Dundee Indoor Percussion,78.75,24.0,22.65,15.4,16.7
2018,March,31,PIA,Onondaga Community College,78.7,24.6,22.2,15.5,16.4
2025,March,8,IA,Old Line Independent Color Guard,82.64,17.87,16.67,16.3,15.9
2025,March,8,IA,Towson University Guard,73.55,15.41,14.94,14.4,14.5
2024,January,20,SJ,Greencastle-Antrim MS Guard,47.55,3.88,11.07,10.4,11.0
2022,March,19,PHSSA-G,Golden West HS Percussion,75.0,20.8,21.6,16.2,16.4
2022,March,19,PHSSA-G,Selma High School Winter Percussion,74.95,19.0,22.05,16.8,17.1
2022,March,19,PHSSA-G,Selma High School,74.95,19.0,22.05,16.8,17.1
2018,March,3,PSA,Newtown HS,80.3,24.9,15.7,24.0,15.7
2018,March,3,PSA,Mansfield HS,80.275,23.775,16.4,23.7,16.4
2018,March,3,PSA,Westhill HS,80.15,22.65,16.9,24.3,16.3
2018,March,3,PSA,Salem HS,80.125,23.325,17.1,24.2,15.5
2018,March,3,PSA,Susquehannock HS,76.251,24.75,14.1,21.6,15.8
2018,March,3,PSA,Cranston HS East,76.6,23.7,15.4,23.0,14.5
2018,March,3,PSA,Stamford HS,73.251,21.75,13.4,22.2,15.9
2018,March,3,PSA,West Milford HS,73.001,23.1,14.7,21.3,13.9
2018,March,3,PSA,Dennis-Yarmouth HS,72.425,21.825,13.9,23.1,13.6
2018,March,3,PSA,Everett HS,73.001,21.3,14.4,23.6,13.7
2018,March,3,PSO,Old Bridge HS,82.5,24.6,16.3,25.2,16.4
2018,March,3,PSO,Fair Lawn HS,79.2,22.8,15.6,24.1,16.7
2018,March,3,PSO,Norwalk HS,78.15,24.45,14.7,24.5,14.5
2018,March,3,PSO,Trumbull HS,78.15,22.65,15.7,25.0,14.8
2018,March,3,PIO,Spirit Winter Percussion,88.2,26.7,17.6,25.7,18.2
2018,March,3,PSW,Dartmouth HS,88.5,27.0,17.5,27.0,17.0
2017,March,11,PRA,Highland,84.85,24.4,25.35,17.0,18.1
2017,March,11,PRA,Rustin,73.65,21.7,22.35,15.0,14.6
2017,March,11,PSA,Downingtown,84.025,25.3,24.825,17.0,16.9
2017,March,11,PSA,Bayonne,81.625,23.45,24.525,17.8,15.85
2017,March,11,PSA,North Penn,81.5,25.2,24.6,15.6,16.1
2017,March,11,PSA,Southern Regional,80.9,24.5,23.4,16.8,16.2
2017,March,11,PSA,Upper Moreland,78.8,23.75,24.0,14.9,16.15
2017,March,11,PSA,Ridley,78.501,23.4,22.95,16.0,16.15
2017,March,11,PSA,Williamstown,76.501,23.8,24.45,13.45,14.8
2017,March,11,PSA,Methacton,75.601,22.9,23.1,14.4,15.2
2017,March,11,PSA,Bensalem,73.526,21.6,20.475,16.4,15.05
2017,March,11,PSA,Hempfield,72.0,22.5,21.6,13.6,14.3
2017,March,11,PSA,Abington,71.1,23.0,20.7,13.3,14.1
2017,March,11,PSA,Coatesville,70.1,21.9,20.55,13.2,14.45
2017,March,11,PSO,Springford,82.55,24.9,24.45,16.7,16.5
2017,March,11,PSO,Old Bridge,82.25,25.0,24.75,16.3,16.2
2017,March,11,PSO,Cab Calloway,80.1,24.2,23.85,15.6,16.45
2017,March,11,PSO,Upper Darby,71.95,23.4,22.35,10.6,15.6
2017,March,11,PIO,Pennsauken,83.2,24.5,24.6,16.9,17.2
2017,March,11,PIW,United Percussion,87.95,25.7,26.55,17.4,18.3
2019,March,9,PSA,McGavock HS,84.4,24.9,18.2,25.1,16.2
2019,March,9,PSA,Hamilton Southeastern HS,81.95,25.5,16.1,24.05,16.3
2019,March,9,PSA,Zionsville Community HS,81.15,24.45,17.3,23.9,15.5
2019,March,9,PSA,Greenwood HS,80.525,23.625,16.2,24.8,15.9
2019,March,9,PSA,Perry Meridian HS,78.55,24.15,15.6,23.1,15.7
2019,March,9,PSA,Minooka Community HS,78.101,23.55,16.4,23.7,14.45
2019,March,9,PSA,Brownsburg HS,78.251,22.35,17.0,24.5,14.4
2019,March,9,PSA,Southport HS,76.001,22.95,14.85,23.3,14.9
2019,March,9,PSA,Franklin Community HS,75.601,24.0,15.1,22.7,13.8
2019,March,9,PSA,Hamilton HS,74.05,22.05,15.4,22.1,14.5
2019,March,9,PSA,Decatur Central HS,72.0,21.6,14.0,23.2,13.2
2019,March,9,PSA,Hilliard Bradley HS,72.3,21.9,14.3,22.4,13.7
2019,March,9,PSA,Elkhart Central HS,70.825,21.225,14.05,21.6,13.95
2019,March,9,PSA,Hudsonville HS,68.95,20.55,13.9,21.0,13.5
2019,March,9,PIA,Modulation Z,76.9,24.0,15.5,22.6,14.8
2019,March,9,PIA,Crystal Lake Thunder,72.35,21.75,14.4,22.9,13.3
2019,March,9,PSO,Lawrence Township,83.7,24.9,16.5,25.9,16.4
2019,March,9,PSO,Greenfield-Central HS,82.8,23.7,16.9,26.0,16.2
2019,March,9,PSO,Plainfield HS,80.7,24.0,16.0,25.1,15.6
2019,March,9,PSO,Victor J. Andrew HS,77.05,23.25,14.7,23.3,15.8
2019,March,9,PSO,Norton HS,75.951,21.45,15.1,23.4,16.0
2019,March,9,PSO,Francis Howell HS,75.501,22.5,14.9,22.9,15.2
2019,March,9,PSO,Ben Davis HS,72.251,21.15,13.1,22.6,15.4
2019,March,9,PIO,Matrix Open,82.3,23.4,17.2,25.0,16.7
2019,March,9,PSW,Avon HS,86.05,25.65,16.6,26.4,17.4
2019,March,9,PSW,Franklin Central HS,83.825,25.425,16.2,25.2,17.0
2019,March,9,PSW,Broken Arrow HS,82.975,25.275,16.0,25.3,16.4
2019,March,9,PSW,Center Grove HS,80.15,25.05,15.7,23.1,16.3
2019,March,9,PSW,Centerville HS,78.85,24.45,15.5,23.2,15.7
2019,March,9,PIW,Rhythm X,89.4,27.0,18.0,27.1,17.3
2019,March,9,PIW,Matrix,84.85,25.05,16.8,26.1,16.9
2019,March,9,PIW,Veritas,84.45,25.65,17.1,25.0,16.7
2019,March,9,PIW,INov8 Winter Percussion,81.501,24.0,15.6,25.7,16.2
2019,March,9,PIW,Cap City Percussion,82.05,24.75,16.5,25.6,15.2
2026,February,7,ME,Old Bridge,70.05,21.45,12.4,21.1,15.1
2017,March,18,PRA,Quakertown,90.75,25.6,28.65,17.5,19.0
2017,March,18,PRA,Kensington CAPA,80.85,24.3,22.35,17.0,17.2
2017,March,18,PRA,Rustin,76.35,23.0,21.45,15.3,16.6
2017,March,18,PSA,Southern Regional,85.95,25.8,26.55,16.9,16.7
2017,March,18,PSA,Lower Dauphin,85.25,23.8,26.25,17.9,17.3
2017,March,18,PSA,Upper Moreland,83.65,25.3,24.45,16.7,17.2
2017,March,18,PSA,Downingtown,82.15,25.1,24.15,16.0,16.9
2017,March,18,PSA,North Penn,81.951,25.9,25.35,14.5,16.2
2017,March,18,PSA,Westfield,76.551,22.5,24.75,13.8,15.5
2017,March,18,PSA,Coatesville,72.751,19.5,22.05,16.5,14.7
2017,March,18,PSA,Hopewell Valley Central,72.701,21.8,22.8,14.2,13.9
2017,March,18,PSA,Owen J Roberts,65.351,19.0,19.35,13.6,13.4
2017,March,18,PIA,Aftermath,83.1,24.6,24.9,16.8,16.8
2017,March,18,PSO,Springford,83.8,25.7,25.8,14.9,17.4
2017,March,18,PSO,Cab Calloway,80.25,23.1,24.45,15.8,16.9
2017,March,18,PSO,Upper Darby,74.65,21.7,23.25,14.0,15.7
2022,March,18,PSA,Victor Indoor Percussion Ensemble,77.7,23.2,24.0,15.7,14.8
2022,March,18,PSA,Central Square High School,76.0,24.0,21.9,14.9,15.2
2022,March,18,PSA,East Irondequoit,75.35,20.8,22.05,16.3,16.2
2022,March,18,PSA,Hilton HS Percussion,73.45,21.1,22.35,14.9,15.1
2022,March,18,PSA,Mohonasen,67.8,18.9,20.4,14.2,14.3
2022,March,18,PSA,,67.8,18.9,20.4,14.2,14.3
2022,March,18,PSA,East Syracuse Minoa,0.001,0.0,0.0,0.0,0.0
2022,March,18,PSA,Jordan Elbridge Indoor Percussion,0.001,0.0,0.0,0.0,0.0
2022,March,18,PSA,New Hartford,0.001,0.0,0.0,0.0,0.0
2022,March,18,PSA,Webster Percussion Theater,0.001,0.0,0.0,0.0,0.0
2017,March,11,PSA,Foothill HS (NV),84.7,24.6,17.8,25.2,17.1
2017,March,11,PSA,Arcadia HS,83.25,24.15,17.4,25.3,16.4
2017,March,11,PSA,Pleasant Grove HS,79.9,23.1,16.3,24.3,16.2
2017,March,11,PSA,Sierra Vista HS,77.75,23.25,16.7,23.2,14.6
2017,March,11,PSA,Arbor View HS,77.501,23.7,15.7,23.1,15.0
2017,March,11,PSA,ED W Clark HS,74.551,22.35,15.4,21.6,15.2
2017,March,11,PSA,Canyon Springs HS,69.951,21.15,14.1,20.7,14.0
2017,March,11,PIA,Impact Percussion UT,81.75,23.25,17.1,24.0,17.4
2017,March,11,PIA,Pasadena City College,71.65,20.25,14.8,22.2,14.4
2017,March,11,PSO,Rancho Cucamonga HS,77.75,21.75,15.8,24.2,16.0
2017,March,11,PSO,Cesar Chavez HS,70.4,21.0,13.6,21.8,14.0
2017,March,11,PIO,Vegas Vanguard,82.35,25.95,17.5,22.9,16.0
2017,March,11,PIO,Weber State Indoor Percussion,77.35,22.65,16.3,23.4,15.0
2017,March,11,PSW,Diamond Bar HS,82.0,23.7,17.1,24.8,16.4
2025,March,29,GHSSA,Cesar E Chavez Winter Guard,81.52,15.87,16.7,16.7,16.1
2025,March,29,GHSSA,Delano CA,81.52,15.87,16.7,16.7,16.1
2025,March,29,GHSSA,Orosi HS Winterguard,79.17,15.53,16.4,16.2,15.5
2025,March,29,GHSSA,Madera South HS Winterguard,78.44,16.2,15.8,16.0,14.7
2025,March,29,GHSSA,Madera HS Winterguard,77.52,15.47,16.5,16.3,14.5
2025,March,29,GHSSA,Fresno HS Winter Guard,75.981,15.13,15.6,16.1,14.6
2025,March,29,GHSSA,Sanger HS Winterguard,75.331,14.67,15.7,15.9,15.1
2025,March,29,GHSSA,Tulare Union HS Winterguard,74.481,15.07,14.8,15.4,14.0
2025,March,29,GHSSA,Golden West HS Winterguard,72.021,13.87,15.0,15.3,13.7
2026,March,21,PRA(,Daniel Boone,79.85,22.8,24.75,15.9,16.4
2023,March,4,P-SNB,Urbana HS (MD) Percussion,79.45,25.05,24.3,15.3,14.8
2023,March,4,P-SNB,Western Frederick Indoor Percussion,75.55,24.6,23.55,13.8,13.6
2024,March,16,IA,Old Line Independent Color Guard,82.68,16.94,16.34,16.7,16.5
2024,March,16,IA,Towson University Guard,77.95,15.61,15.54,16.1,15.5
2026,March,21,PIA-AA,Auburn,75.0,22.6,23.4,14.5,14.5
2026,February,21,SN,Frederick HS Guard,59.68,12.14,12.14,12.2,12.4
2026,February,21,SN,Severn Run HS,57.48,11.54,11.34,12.0,12.5
2026,February,21,SN,Quince Orchard Indoor Color Guard,47.12,8.88,8.54,10.8,10.4
2024,February,17,SRA,Northeastern HS Guard,69.08,14.34,13.34,14.3,14.0
2024,March,16,SRA,Century HS Guard,76.26,14.48,14.88,16.5,15.3
2024,March,16,SRA,Saint Mary's County Indoor Color Guard,75.14,15.21,15.13,15.2,14.8
2024,March,16,SRA,Westminster HS Guard,73.79,14.81,15.08,15.3,14.1
2024,March,16,SRA,The Collective Guard,73.58,14.54,13.94,15.0,15.4
2024,March,16,SRA,Clarksburg HS Winter Guard,73.26,13.48,14.68,15.8,14.9
2024,March,16,SRA,Mountain View Winterguard,70.951,14.21,14.34,13.8,14.4
2022,February,26,PRA,Pennridge,84.0,24.6,25.8,16.5,17.1
2022,February,26,PRA,Parkland,80.9,24.0,23.55,16.6,16.75
2022,February,26,PRA,Council Rock South,80.4,24.5,24.3,15.2,16.4
2022,February,26,PRA,Coatesville,76.25,23.1,21.15,15.9,16.1
2022,February,26,PRA,Cheltenham,75.201,23.3,21.0,15.1,15.8
2022,February,26,PRA,Penncrest,73.751,22.5,21.75,14.3,15.2
2022,February,26,PRA,Council Rock North,72.101,22.2,20.1,14.9,14.9
2022,February,26,PRA,Plymouth Whitemarsh,71.101,21.0,20.85,14.2,15.05
2022,February,26,PRA,Great Valley High School,70.501,21.5,20.7,13.7,14.6
2025,February,22,P-SA(,Eastern York HS Indoor Percussion,69.75,21.3,20.55,14.3,13.6
2026,January,31,SA,Greencastle-Antrim HS Indoor Guard,61.15,14.01,11.14,12.5,11.1
2026,January,31,SA,Hempfield HS Guard,57.59,13.61,10.08,11.1,11.8
2026,January,31,SA,Camp Hill HS Guard,54.49,13.21,9.48,10.6,10.7
2016,February,27,PIA,Aftermath,77.6,24.7,23.1,15.5,14.3
2023,January,28,GHSSRAG,Torres HS Winterguard,49.44,113.4,9.0,8.2,8.3
2023,January,28,GHSSRAG,Tulare Union HS Winterguard,44.49,97.5,8.1,7.5,7.6
2023,January,28,GHSSRAG,Mission Oak HS Winterguard,40.26,70.2,8.4,6.5,7.0
2017,February,25,PIA,Midlakes Independent,69.05,22.8,18.75,14.0,13.5
2017,February,25,PIA,Dundee Indoor Percussion,65.9,22.4,18.0,12.4,13.1
2017,February,25,PIA,Rome Free Academy,52.95,16.0,16.35,10.0,10.6
2026,February,7,GHSSA,Merced HS Winter Guard,62.38,127.4,131.4,12.4,11.8
2026,February,7,GHSSA,Selma HS Winterguard,62.13,130.1,130.2,12.7,11.6
2026,February,7,GHSSA,Selma High School,62.13,130.1,130.2,12.7,11.6
2026,February,7,GHSSA,Clovis East HS Winterguard,61.84,126.7,140.7,12.2,11.0
2026,February,7,GHSSA,Golden West HS Winterguard,55.95,120.1,97.4,11.7,11.2
2018,April,7,GIO,Frente,80.5,16.7,14.4,16.2,16.8
2018,April,7,GIO,Ethos Winter Guard,71.8,15.4,14.8,13.5,14.3
2023,February,25,ME,Downingtown HS East,73.25,22.1,22.05,14.6,14.5
2026,March,14,SA,Hempfield HS Guard,82.31,16.27,16.74,16.6,16.6
2026,March,14,SA,Cumberland Valley HS Varsity Guard,81.02,16.28,16.14,16.0,16.2
2024,March,2,PSA,Eastridge,78.3,22.5,23.7,16.2,15.9
2024,March,2,PSA,Phoenix,77.9,23.0,23.4,15.8,15.7
2024,March,2,PSA,Liverpool,74.3,22.6,22.2,15.3,14.2
2024,March,2,PSA,Central Square High School,74.0,21.6,22.8,14.5,15.1
2024,March,2,PSA,East Syracuse Minoa,73.251,22.3,22.35,14.3,14.3
2024,March,2,PSA,Hilton,71.501,20.8,21.3,14.9,14.5
2024,March,2,PSA,Webster,67.001,19.5,20.7,13.3,13.5
2024,March,2,PSA,Greece,63.901,18.8,19.5,12.7,12.9
2025,March,29,GHSSO,Sierra Pacific HS Varsity Winterguard,83.4,16.4,16.8,16.9,15.8
2025,March,29,GHSSO,Hanford West HS Winterguard,74.2,14.7,14.8,14.4,15.7
2022,March,5,P-SB,Clarksburg HS Percussion,64.45,20.25,18.6,12.9,12.7
2026,March,21,PHSSO,Torres HS Indoor Percussion,88.8,25.1,26.7,18.4,18.6
2023,April,15,PSA,Mira Costa HS,93.513,28.312,18.425,28.075,18.7
2023,April,15,PSA,Arroyo HS,92.838,27.788,18.5,28.15,18.4
2023,April,15,PSA,Millikan HS,90.838,27.413,18.075,27.75,17.6
2023,April,15,PSA,Buena HS,90.413,26.962,18.1,27.2,18.15
2023,April,15,PSA,Sunny Hills HS,89.614,26.363,17.7,28.275,17.275
2023,April,15,PSA,Bonita HS,89.389,27.188,17.8,27.15,17.25
2023,April,15,PSA,Rancho Verde HS,88.351,26.25,17.35,27.5,17.25
2023,April,15,PSA,Mission Viejo HS,87.151,26.175,16.9,26.425,17.65
2023,April,15,PSA,Arcadia HS,86.464,25.612,16.7,27.65,16.5
2023,April,15,PSA,Los Alamitos HS,85.5,25.125,17.5,26.2,16.675
2023,April,15,PSA,South Torrance HS,85.45,25.2,17.05,25.95,17.25
2023,April,15,PSA,Valencia HS,85.05,25.575,16.55,26.45,16.475
2023,April,15,PIA,Impulse,86.65,26.1,17.0,25.6,17.95
2023,April,15,PIA,Pace Percussion Ensemble,85.3,26.1,16.25,25.5,17.45
2023,April,15,PIA,ECR Independent,84.0,25.5,16.3,25.4,16.8
2023,April,15,PSO,Pacifica HS,93.8,27.975,18.85,28.35,18.625
2023,April,15,PSO,Chino HS,92.45,28.2,18.45,27.2,18.6
2023,April,15,PSO,West HS,92.05,27.6,18.05,27.7,18.7
2023,April,15,PSO,Fountain Valley HS,92.413,27.712,18.35,27.825,18.525
2023,April,15,PSO,Canyon HS,89.489,26.887,17.3,27.725,17.575
2023,April,15,PSO,Cerritos HS,87.901,26.475,16.75,26.6,18.075
2023,April,15,PSO,La Quinta HS,87.026,26.325,16.7,26.05,17.95
2023,April,15,PSO,Rancho Cucamonga HS,86.601,25.575,16.45,27.075,17.5
2023,April,15,PSO,Camarillo HS,85.914,25.763,17.0,25.85,17.3
2023,April,15,PSO,El Dorado HS,85.638,25.312,16.45,26.05,17.825
2023,April,15,PSO,Escondido Union HSD,83.525,25.275,15.35,25.9,17.0
2023,April,15,PSO,Trabuco Hills HS,83.113,24.863,15.95,25.55,16.75
2023,April,15,PIO,Meraki,92.35,27.0,18.7,28.05,18.6
2023,April,15,PIO,Élan Percussion,85.225,25.275,17.15,25.95,16.85
2023,April,15,PIO,Instinct,82.4,24.75,16.4,24.6,16.65
2023,April,15,PSCA,Chaffey HS,94.15,47.0,47.1,46.7,47.5
2023,April,15,PSCA,Del Norte HS,91.65,45.7,45.9,45.0,46.7
2023,April,15,PSCA,St. Genevieve Parish Schools,91.05,45.2,45.8,45.1,46.0
2023,April,15,PSCW,West Ranch HS,96.25,49.5,47.7,47.5,47.8
2023,April,15,PSCW,Ayala  HS,93.7,48.7,45.9,46.1,46.7
2023,April,15,PSCW,Rowland HS,92.65,47.5,44.7,46.5,46.6
2023,April,15,PSCW,Woodbridge HS,91.55,47.4,46.0,44.5,45.2
2023,April,15,PSCO,Chaffey HS,94.35,47.0,45.2,48.7,47.8
2023,April,15,PSCO,Notre Dame HS,92.725,46.15,45.5,46.8,47.0
2023,April,15,PSCO,Don Lugo HS,90.75,46.1,43.9,45.0,46.5
2023,April,15,PSCO,Eleanor Roosevelt HS,90.3,46.2,42.9,45.8,45.7
2023,April,15,PSW,Ayala HS,94.3,28.35,18.9,28.65,18.4
2023,April,15,PSW,Chino Hills HS,93.95,28.125,18.5,28.85,18.475
2023,April,15,PSW,Vista Murrieta HS,92.75,27.3,18.55,28.15,18.75
2023,April,15,PSW,Etiwanda HS,90.875,27.15,17.9,28.1,17.725
2023,April,15,PSW,Arcadia HS,87.85,25.5,17.5,27.45,17.4
2023,April,15,PSW,Gahr HS,86.501,25.65,17.1,26.6,17.15
2023,April,15,PSW,Rowland HS,86.001,26.25,16.3,26.15,17.3
2023,April,15,PSW,Great Oak HS,85.426,25.425,16.95,26.0,17.05
2023,April,15,PSW,West Ranch HS,83.001,24.6,16.4,25.6,16.4
2025,February,15,SRA,Hanover HS Guard,55.58,11.74,12.14,10.9,9.3
2025,February,1,SJ,Loudoun County Blue,62.89,11.08,9.81,14.5,13.0
2025,February,1,SJ,Waynesboro MS Guard,55.03,9.15,9.28,12.0,12.7
2025,February,1,PJHSA,Desmond MS Percussion,65.55,20.5,19.35,13.9,11.8
2025,February,1,PJHSA,Weaver Middle School Percussion,63.25,21.5,18.9,12.2,10.65
2025,February,1,PJHSA,Abraham Lincoln MS Percussion,62.55,20.8,18.45,11.7,11.6
2025,February,1,PJHSA,Sundale Union Percussion,57.8,19.1,16.5,11.8,10.4
2020,February,15,PRA,Egg Harbor Township HS,75.4,22.0,23.4,14.4,15.6
2020,February,15,PRA,Highland Regional,74.65,21.1,22.65,15.2,15.7
2020,February,15,PRA,Coatesville,72.3,20.0,22.5,14.7,15.1
2020,February,15,PSA,Southern Regional,71.2,20.4,20.7,15.2,14.9
2020,February,15,PSA,Perkiomen Valley,71.1,20.3,21.0,15.0,14.8
2020,February,15,PSA,Hopewell Valley Central,67.0,19.5,20.1,14.2,13.2
2020,February,15,PSA,Penncrest,62.4,18.7,18.3,12.6,12.8
2020,February,15,PSA,Methacton,61.6,18.8,16.8,13.5,12.5
2020,February,15,PIA,United 2,75.35,22.8,21.15,15.7,15.7
2020,February,15,PSO,Fair Lawn,69.6,20.5,20.1,15.2,13.8
2020,February,15,ME,Old Bridge,70.3,20.3,20.7,14.6,14.7
2015,February,14,ME,Old Bridge,74.2,32.6,26.4,15.2,0.0
2025,February,1,GIO,Zeus Independent,58.4,11.8,11.4,12.0,11.3
2024,March,2,GHSSRAS,Mission Oak HS Winterguard,71.36,147.4,138.2,14.1,14.0
2024,March,2,GHSSRAS,Sierra Pacific HS JV Winterguard,71.18,142.0,134.8,14.3,15.3
2024,March,2,GHSSRAS,Madera South HS Winterguard,69.95,146.6,124.9,13.6,15.5
2024,March,2,GHSSRAS,Fresno HS Winter Guard,67.62,145.4,132.8,12.9,14.5
2024,March,2,GHSSRAS,Orosi HS Winterguard,66.49,126.1,106.8,14.6,15.1
2024,March,2,GHSSRAS,Fresno Christian HS Winterguard,66.341,130.6,120.8,13.7,14.2
2024,March,2,GHSSRAS,Roosevelt HS Winterguard,63.521,124.1,114.1,13.2,13.6
2024,March,2,GHSSRAS,Mt Whitney HS Winterguard,63.261,124.7,120.9,12.7,13.4
2024,March,2,GHSSRAS,Exeter Union HS Winterguard,58.591,114.1,104.8,12.0,12.7
2024,March,2,GHSSRAS,Monache HS Winterguard,56.18,112.7,116.1,11.0,11.9
2024,March,2,GHSSRAS,Reedley HS Winterguard,52.96,108.8,94.8,10.8,10.7
2019,March,9,PHSSO,Tulare Western Percussion,73.55,19.4,24.75,15.0,14.4
2019,March,9,PHSSO,Mt Whitney HS Percussion,71.0,20.1,23.4,13.6,13.9
2016,April,9,PSA-G,Madera HS Percussion,89.75,27.4,26.55,17.7,18.1
2016,April,9,PSA-G,Mt Whitney HS Percussion,87.4,27.3,25.8,17.1,17.2
2016,April,9,PSA-G,Tulare Union HS Percussion,85.65,26.8,25.05,16.9,16.9
2016,April,9,PSA-G,El Diamante HS Percussion,85.6,26.4,25.35,17.0,16.85
2016,April,9,PSA-G,Mission Oak HS Percussion,84.751,26.5,24.45,17.5,16.3
2023,April,2,PE-SG,Biglerville HS Percussion,79.4,36.9,40.3,39.7,41.9
2023,April,2,PE-SG,Wootton High School Percussion,78.15,37.2,40.2,36.0,42.9
2023,April,2,PE-SG,,78.15,37.2,40.2,36.0,42.9
2020,February,29,P-SNB,Western Frederick Indoor Percussion (Blue),76.3,23.4,22.8,15.1,15.0
2017,March,25,PIA,Midlakes Independent,78.75,24.3,22.65,16.1,15.7
2017,March,25,PIA,Dundee Indoor Percussion,78.1,24.6,22.8,15.2,15.5
2017,March,25,PIA,Rome Free Academy,62.35,18.9,19.35,11.3,12.8
2024,February,10,PSO,Old Bridge,72.55,21.6,22.35,15.1,13.5
2019,March,9,PSA,Lewisville HS,84.75,25.35,17.0,25.9,16.5
2019,March,9,PSA,East view HS,82.2,24.45,16.2,26.05,15.5
2019,March,9,PSA,Carroll HS,81.95,24.75,15.7,26.15,15.35
2019,March,9,PSA,Morton Ranch HS,75.0,22.65,15.1,22.35,14.9
2019,March,9,PSA,Dripping Springs HS,74.4,21.75,14.4,22.95,15.3
2019,March,9,PSA,Clear Springs HS,74.301,21.3,14.3,24.5,14.2
2019,March,9,PSA,Waller HS,74.251,22.35,14.0,22.8,15.1
2019,March,9,PSA,Cypress Lakes HS,73.601,22.05,14.2,22.3,15.05
2019,March,9,PSA,United HS,73.276,21.525,13.5,23.75,14.5
2019,March,9,PSA,C.E. King HS,71.15,18.75,15.0,23.0,14.4
2019,March,9,PSA,James Pace Early College HS,67.1,19.65,13.3,20.85,13.3
2019,March,9,PSA,Paris HS,66.45,19.05,12.4,21.1,13.9
2019,March,9,PSA,Temple HS,63.55,18.15,12.2,20.6,12.6
2019,March,9,PSO,Timber Creek HS,85.25,25.05,17.4,25.4,17.4
2019,March,9,PSO,Cypress Falls HS,79.3,24.0,14.9,24.7,15.7
2019,March,9,PSO,Boswell HS,79.25,23.85,15.2,24.2,16.0
2019,March,9,PSO,Sharyland HS,76.1,23.4,16.1,21.4,15.2
2019,March,9,PSO,George Ranch HS,74.65,22.05,14.8,21.5,16.3
2019,March,9,PSO,Edinburg HS,72.101,21.3,14.2,22.7,13.9
2019,March,9,PIO,Violet Crown Independent,77.9,22.5,16.9,22.7,15.8
2019,March,9,PIO,UTSA,77.15,23.55,16.0,21.6,16.0
2019,March,9,PIO,Rhythmic Force Percussion,72.95,21.15,14.6,23.2,14.0
2019,March,9,PIO,Brazos Valley Independent Percussion,68.5,20.4,13.1,21.4,13.6
2019,March,9,PSW,Burleson Centennial HS,82.0,24.3,17.2,23.7,16.8
2019,March,9,PSW,Pasadena Memorial HS,73.2,22.2,14.8,21.5,14.7
2019,March,9,PIW,Monarch Independent,80.4,24.6,16.6,22.5,16.7
2019,March,9,PIW,Vigilantes Indoor Percussion,77.15,22.95,15.8,23.1,15.3
2020,March,7,PRA,Highland Regional,82.1,23.7,25.2,16.8,16.4
2020,March,7,PRA,Cheltenham,80.3,25.1,23.7,16.1,15.4
2020,March,7,PRA,Pennridge,80.25,23.2,24.75,16.6,15.7
2020,March,7,PRA,Coatesville,79.3,23.3,24.0,16.2,15.8
2020,March,7,PRA,Central Bucks West,75.1,22.5,22.8,14.8,15.0
2022,April,3,P-SP,Lower Dauphin HS Percussion,86.6,25.875,27.075,17.0,16.65
2018,February,3,PHSSO,Mt Whitney HS Percussion,65.6,19.0,19.8,12.8,14.0
2018,February,3,PHSSO,Tulare Western Percussion,61.9,17.8,17.7,12.9,13.5
