year,month,day,class,name,overall score,music effect,visual effect,music,visual
2023,April,20,PSO,Zionsville Community HS,91.5,28.275,18.625,26.9,17.7
2023,April,20,PSO,Pace HS,89.425,27.075,17.4,27.25,17.7
2023,April,20,PSO,Plymouth-Canton Educational Park,85.676,26.175,17.45,26.05,16.0
2023,April,20,PSO,New Milford HS,83.876,25.65,15.85,26.125,16.25
2023,April,20,R,Greenfield-Central HS,91.663,28.012,18.375,27.125,18.15
2023,April,20,R,Zionsville Community HS,91.5,28.275,18.625,26.9,17.7
2023,April,20,R,Pace HS,89.425,27.075,17.4,27.25,17.7
2023,April,20,R,Plymouth-Canton Educational Park,85.676,26.175,17.45,26.05,16.0
2023,April,20,R,New Milford HS,83.876,25.65,15.85,26.125,16.25
2023,April,20,PSO,Clover HS,94.875,28.95,19.3,28.125,18.5
2023,April,20,PSO,Plainfield HS,91.175,27.675,18.5,27.75,17.25
2023,April,20,PSO,Ravenwood HS,90.975,27.525,18.5,26.95,18.0
2023,April,20,PSO,Powhatan HS,88.788,26.812,17.75,26.425,17.8
2023,April,20,PSO,Bellbrook HS,87.126,26.25,17.85,25.775,17.25
2023,April,20,PSO,Pearl HS,86.676,26.925,16.5,26.8,16.45
2023,April,20,PSO,Eden Prairie HS,86.251,26.025,17.25,26.15,16.825
2023,April,20,PSO,Lake Orion HS,83.376,24.75,17.625,24.75,16.25
2023,April,20,PSO,Mansfield HS,82.976,24.975,15.9,25.85,16.25
2023,April,20,PSO,Sunlake HS,81.6,24.375,16.8,24.775,15.65
2023,April,20,PSO,Goshen HS,80.975,24.225,15.9,25.45,15.4
2023,April,20,R,Clover HS,94.875,28.95,19.3,28.125,18.5
2023,April,20,R,Plainfield HS,91.175,27.675,18.5,27.75,17.25
2023,April,20,R,Ravenwood HS,90.975,27.525,18.5,26.95,18.0
2023,April,20,R,Powhatan HS,88.788,26.812,17.75,26.425,17.8
2023,April,20,R,Bellbrook HS,87.126,26.25,17.85,25.775,17.25
2023,April,20,R,Pearl HS,86.676,26.925,16.5,26.8,16.45
2023,April,20,R,Eden Prairie HS,86.251,26.025,17.25,26.15,16.825
2023,April,20,R,Lake Orion HS,83.376,24.75,17.625,24.75,16.25
2023,April,20,R,Mansfield HS,82.976,24.975,15.9,25.85,16.25
2023,April,20,R,Sunlake HS,81.6,24.375,16.8,24.775,15.65
2023,April,20,R,Goshen HS,80.975,24.225,15.9,25.45,15.4
2023,April,21,PIW,Pulse Percussion,98.513,29.737,19.675,29.35,19.75
2023,April,21,PIW,RCC,97.738,29.513,19.45,29.025,19.75
2023,April,21,PIW,Rhythm X,97.625,29.55,19.675,28.975,19.425
2023,April,21,PIW,Broken City,96.125,29.25,19.075,28.3,19.5
2023,April,21,PIW,Music City Mystique,95.475,28.8,18.875,28.675,19.125
2023,April,21,PIW,Infinity,95.226,28.8,19.125,28.425,18.875
2023,April,21,PIW,Matrix,93.439,28.387,19.1,27.35,18.6
2023,April,21,PIW,United Percussion,93.214,28.238,18.9,27.725,18.35
2023,April,21,PIW,George Mason University,92.876,27.975,18.875,27.5,18.525
2023,April,21,PIW,Monarch Independent,92.513,28.013,18.7,27.825,17.975
2023,April,21,PIW,POW Percussion,92.338,28.312,18.55,27.0,18.475
2023,April,21,PIW,ConneXus,91.138,27.863,18.125,26.775,18.375
2023,April,21,PIW,Atlanta Quest,90.9,27.45,17.85,27.5,18.1
2023,April,21,PIW,Vigilantes Indoor Percussion,89.463,26.663,17.4,27.45,17.95
2023,April,21,PIW,Cap City Percussion,88.825,27.075,17.875,26.475,17.4
2023,April,21,PIW,Infinity 2,87.888,27.188,18.225,25.025,17.45
2023,April,21,PIW,MBI Indoor Percussion,86.8,26.55,17.1,25.95,17.2
2023,April,21,PIW,Blue Knights,86.188,25.837,17.6,25.85,16.9
2023,April,21,PIW,Dark Sky,85.8,25.95,17.025,25.8,17.025
2023,April,21,PIW,Red Wave Indoor,84.05,25.8,16.55,25.2,16.5
2023,February,25,PSA,Plainfield Combined School,82.75,24.15,16.2,26.4,16.0
2023,February,25,PSA,Lake Central HS,78.8,24.0,15.4,24.3,15.1
2023,February,25,PSA,Minooka Community HS,74.95,23.25,14.3,23.3,14.1
2023,February,25,PSA,Francis Howell Combined Schools,74.5,21.6,14.7,24.2,14.0
2023,February,25,PSA,Bloomington HS,70.251,20.25,14.0,22.7,13.3
2023,February,25,PSA,Bay Port HS,68.701,20.1,13.6,21.9,13.1
2023,February,25,PSA,Kaneland HS,66.551,19.35,13.4,20.8,13.0
2023,February,25,PIA,Modulation Z,84.5,24.6,16.5,27.2,16.2
2023,February,25,PIA,Pi Percussion Inc.,78.85,23.25,15.2,25.5,14.9
2022,April,21,PIO,Infinity 2,95.375,28.8,19.3,28.65,18.625
2022,April,21,PIO,River City Rhythm,92.175,27.825,18.8,27.45,18.1
2022,April,21,PIO,Bakersfield College,92.1,28.575,17.875,27.45,18.2
2022,April,21,PIO,Q2,91.925,28.425,19.35,27.7,16.45
2022,April,21,PIO,Matrix Open,91.739,27.637,18.5,27.55,18.05
2022,April,21,PIO,IMPACT Percussion,90.689,29.062,18.45,27.475,15.7
2022,April,21,PIO,Cap City 2,91.751,29.025,18.725,27.05,16.95
2022,April,21,PIO,Triple Crown,88.101,25.8,18.15,26.4,17.75
2022,April,21,PIO,Paradigm Percussion,86.451,26.775,16.95,24.975,17.75
2022,April,21,PIO,United Percussion 2,85.25,25.5,17.5,25.5,16.75
2022,April,21,PIO,Liberty University Indoor Drumline,83.5,25.2,16.5,25.75,16.05
2022,April,21,PIO,Palmetto Indoor Theatre,82.663,24.712,17.15,24.5,16.3
2022,April,21,PIO,STRYKE Percussion 2,82.288,25.087,16.9,24.9,15.4
2022,April,21,R1,Infinity 2,95.375,28.8,19.3,28.65,18.625
2022,April,21,R1,River City Rhythm,92.175,27.825,18.8,27.45,18.1
2022,April,21,R1,Bakersfield College,92.1,28.575,17.875,27.45,18.2
2022,April,21,R1,Q2,91.925,28.425,19.35,27.7,16.45
2022,April,21,R1,Matrix Open,91.739,27.637,18.5,27.55,18.05
2022,April,21,R1,IMPACT Percussion,90.689,29.062,18.45,27.475,15.7
2022,April,21,R1,Cap City 2,91.751,29.025,18.725,27.05,16.95
2022,April,21,R1,Triple Crown,88.101,25.8,18.15,26.4,17.75
2022,April,21,R1,Paradigm Percussion,86.451,26.775,16.95,24.975,17.75
2022,April,21,R1,United Percussion 2,85.25,25.5,17.5,25.5,16.75
2022,April,21,R1,Liberty University Indoor Drumline,83.5,25.2,16.5,25.75,16.05
2022,April,21,R1,Palmetto Indoor Theatre,82.663,24.712,17.15,24.5,16.3
2022,April,21,R1,STRYKE Percussion 2,82.288,25.087,16.9,24.9,15.4
2022,April,21,PIO,Civitas Independent,93.3,28.05,18.85,28.05,18.35
2022,April,21,PIO,Freedom Percussion,93.225,29.1,18.525,27.4,18.2
2022,April,21,PIO,Gold Indoor Percussion,92.663,27.562,19.0,27.6,18.5
2022,April,21,PIO,Meraki Percussion,92.225,27.75,18.575,27.8,18.1
2022,April,21,PIO,Motor City Percussion,90.463,28.613,18.5,25.55,17.8
2022,April,21,PIO,Resistance Indoor Percussion,90.001,28.35,18.75,25.5,17.4
2022,April,21,PIO,Vision Percussion,88.264,27.562,17.5,26.15,17.05
2022,April,21,PIO,Infinity 3,87.164,27.113,17.625,26.175,16.25
2022,April,21,PIO,Breakthrough Indoor Percussion,85.551,26.55,17.575,25.575,15.85
2022,April,21,PIO,Gold Spike Percussion,83.713,25.238,16.625,25.25,16.6
2022,April,21,PIO,Crossroads Percussion,83.513,25.462,16.45,25.1,16.5
2022,April,21,PIO,Instinct,83.175,26.025,16.4,24.35,16.4
2022,April,21,R2,Civitas Independent,93.3,28.05,18.85,28.05,18.35
2022,April,21,R2,Freedom Percussion,93.225,29.1,18.525,27.4,18.2
2022,April,21,R2,Gold Indoor Percussion,92.663,27.562,19.0,27.6,18.5
2022,April,21,R2,Meraki Percussion,92.225,27.75,18.575,27.8,18.1
2022,April,21,R2,Motor City Percussion,90.463,28.613,18.5,25.55,17.8
2022,April,21,R2,Resistance Indoor Percussion,90.001,28.35,18.75,25.5,17.4
2022,April,21,R2,Vision Percussion,88.264,27.562,17.5,26.15,17.05
2022,April,21,R2,Infinity 3,87.164,27.113,17.625,26.175,16.25
2022,April,21,R2,Breakthrough Indoor Percussion,85.551,26.55,17.575,25.575,15.85
2022,April,21,R2,Gold Spike Percussion,83.713,25.238,16.625,25.25,16.6
2022,April,21,R2,Crossroads Percussion,83.513,25.462,16.45,25.1,16.5
2022,April,21,R2,Instinct,83.175,26.025,16.4,24.35,16.4
2026,March,21,PSA,Columbus HS,81.3,24.0,14.8,25.6,16.9
2026,March,21,PIA,Spark Percussion,81.75,24.75,16.1,24.1,16.8
2026,March,21,PIA,Bellevue Combined Schools,79.2,23.1,15.7,24.2,16.2
2026,March,21,PSO,Brandon Valley HS,85.25,25.95,17.1,24.2,18.0
2026,March,21,PSO,Papillion-La Vista South HS,84.2,26.4,16.8,24.3,16.7
2026,February,7,SRA,Papillion-La Vista South HS JV,58.3,12.72,11.78,11.7,10.7
2026,February,7,SRA,Gretna HS,56.82,13.4,10.52,10.8,11.6
2026,February,7,SRA,Millard North HS JV,56.36,11.78,11.58,13.0,10.2
2026,February,7,SRA,Bellevue East HS JV,53.54,10.12,11.12,10.1,11.3
2026,February,7,SRA,Bellevue West HS JV,52.7,11.74,11.06,9.1,11.2
2026,February,7,SRA,Waverly HS,52.041,11.96,9.98,8.9,10.9
2026,February,7,SRA,West Central HS,50.641,9.72,9.92,10.5,10.5
2026,February,7,SRA,Lincoln Standing Bear HS,49.421,10.8,10.72,9.2,9.3
2026,February,7,SRA,Millard West HS JV,46.301,8.52,10.18,9.9,8.9
2026,February,7,SRA,Papillion-La Vista HS,44.56,9.18,9.58,8.3,8.3
2026,February,7,IRA,Supernova Winter Guard,49.78,11.88,9.3,9.1,8.8
2026,February,7,SA,Bellevue West HS Varsity,65.94,14.0,13.34,12.0,13.6
2026,February,7,SA,Millard North HS Varsity,63.44,13.6,13.54,11.2,12.8
2026,February,7,SA,Papillion-La Vista South HS Varsity,63.33,13.69,13.74,11.8,12.1
2026,February,7,SA,Gretna East HS,58.75,12.74,12.81,10.2,11.9
2026,February,7,SA,Bellevue East HS Varsity,56.98,12.27,12.61,9.3,11.2
2026,February,7,SA,Millard West HS,55.791,11.95,12.54,10.4,10.7
2026,February,7,SA,Creston HS,53.471,12.26,12.01,9.9,9.6
2026,February,7,IA,University of Nebraska Omaha,69.89,13.35,13.74,14.0,14.3
2026,February,7,IA,Crossroads Guard,65.67,13.2,13.47,13.1,12.6
2026,February,7,IA,Omaha Winter Arts Scarlet,46.96,10.42,9.54,8.3,9.5
2026,February,7,PSA,Elkhorn HS,65.85,18.75,14.3,19.4,13.4
2026,February,7,PSA,Columbus HS,65.8,19.8,13.1,21.1,11.8
2026,February,7,PIA,Spark Percussion,72.1,22.8,15.0,21.5,12.8
2023,March,25,PSA,Chisholm Trail HS,85.55,26.85,17.8,24.7,16.2
2023,March,25,PSA,Lewisville HS,84.85,25.95,16.8,25.2,16.9
2023,March,25,PSA,Jenks HS,83.7,24.9,17.6,25.5,15.7
2023,March,25,PSA,Sonia Sotomayor HS,82.8,25.2,16.4,24.4,16.8
2023,March,25,PSA,Weatherford HS,81.6,25.5,15.8,24.2,16.1
2023,March,25,PSA,Southmoore HS,79.751,23.55,17.3,23.5,15.4
2023,March,25,PSA,Godley HS,74.251,21.75,14.2,23.2,15.1
2023,March,25,PSO,Bridgeland HS,88.35,26.85,17.8,26.3,17.4
2023,March,25,PSO,OConnor HS,83.65,24.75,16.7,25.3,16.9
2023,March,25,PSO,Burleson HS,81.7,24.3,17.0,24.5,15.9
2023,March,25,PSO,Keller HS,81.451,23.55,17.1,25.2,15.6
2023,March,25,PSO,Forney HS,78.751,24.45,15.2,24.0,15.1
2023,March,25,PSO,John Marshall HS,78.701,23.4,15.8,23.4,16.1
2023,March,25,PSO,Saginaw HS,78.651,23.25,16.0,24.2,15.2
2023,March,25,PSO,Union HS,86.75,25.35,17.7,26.2,17.5
2023,March,25,PIO,UTSA,80.85,23.85,15.9,25.5,15.6
2023,March,25,PIO,Resistance Indoor Percussion,80.7,22.5,16.1,25.8,16.3
2023,March,25,PIO,UTRGV Percussion,76.65,22.35,15.3,24.1,14.9
2023,March,25,PSW,Burleson Centennial HS,88.75,26.55,18.3,26.5,17.4
2023,March,25,PSW,Boswell HS,87.55,26.85,17.8,26.1,16.8
2023,March,25,PSW,Broken Arrow HS,86.85,25.35,17.9,26.4,17.2
2023,March,25,PSW,Petal HS,83.95,25.05,17.1,25.6,16.2
2023,March,25,PSW,Timber Creek HS,79.4,23.1,16.2,24.7,15.4
2023,March,25,PSW,Carroll Senior HS,78.751,23.25,16.5,24.2,14.8
2023,March,25,PIW,Vigilantes Indoor Percussion,83.95,24.15,16.5,26.3,17.0
2023,March,25,PIW,Rhythmic Force Percussion,82.7,24.6,16.0,26.0,16.1
2022,April,2,PIN,Magnolia Indoor Percussion,70.5,21.3,14.2,20.7,14.3
2022,April,2,PIA,Paragould Indoor Percussion,78.75,23.55,15.3,23.9,16.0
2022,April,2,PSA,Bryant Indoor Percussion,86.5,26.4,17.2,25.7,17.2
2022,April,2,PSA,Lake Hamilton HS Indoor Percussion,85.4,27.0,16.0,26.5,15.9
2022,April,2,PSA,Benton Indoor Percussion,83.7,24.9,16.5,25.6,16.7
2024,March,2,PSA,Boyle County HS,63.85,18.7,18.75,13.5,12.9
2024,March,2,SJ,George Rogers Clark Cadet,53.53,10.67,10.26,10.7,11.1
2024,March,2,SRA,Eastern HS (KY),67.7,13.14,13.86,14.1,14.0
2024,March,2,SRA,Paul Laurence Dunbar HS JV,64.42,12.48,12.94,13.0,12.7
2024,March,2,SRA,Wayne Co,59.72,11.94,12.08,13.6,10.3
2024,March,2,SRA,Butler Traditional HS,58.49,11.61,11.88,11.3,11.5
2024,March,2,SRA,Bullitt East HS,58.381,11.02,10.96,13.2,10.8
2024,March,2,SRA,Mercer Co HS,57.721,12.14,11.28,12.1,10.7
2024,March,2,SRA,George Rogers Clark HS - JV,60.45,11.14,12.41,13.4,11.0
2024,March,2,SRA,LaRue Co HS,55.521,11.34,10.88,10.8,10.4
2024,March,2,SRA,Lynchburg Clay HS,54.22,10.94,10.28,11.4,10.2
2024,March,2,SRA,Marion County HS,54.791,10.34,10.55,11.9,10.0
2024,March,2,SRA,Tates Creek HS,75.25,15.07,14.68,15.9,15.1
2024,March,2,SRA,Adair Co,70.68,13.14,14.14,14.7,14.6
2024,March,2,SRA,Lafayette HS - JV,69.31,14.14,14.67,13.9,13.3
2024,March,2,SRA,Madison Central HS JV,68.02,13.81,13.61,13.7,13.9
2024,March,2,SRA,Russell HS,66.221,12.34,13.08,13.2,14.9
2024,March,2,SRA,East Jessamine,65.771,11.81,12.26,14.1,14.0
2024,March,2,SRA,Owen Co HS,64.021,12.94,12.88,13.6,12.5
2024,March,2,SRA,Glasgow HS,64.191,12.61,12.28,13.3,12.9
2024,March,2,SRA,Madison Southern HS,63.821,12.21,12.81,12.8,13.7
2024,March,2,SRA,Boyle Co HS,61.46,10.88,11.88,12.7,13.1
2024,March,2,IRA,Meridian,67.99,14.01,13.28,13.4,14.0
2024,March,2,IRA,Wildcat Color Guard,65.45,13.21,14.14,12.5,13.1
2024,March,2,SA,Highlands HS,71.15,14.81,14.94,14.3,13.6
2024,March,2,SA,Henry Clay HS,70.79,14.21,11.88,14.8,15.0
2024,March,2,SA,Dixie Heights HS,70.32,14.54,14.28,13.5,13.9
2024,March,2,SA,Paul Laurence Dunbar HS,69.99,14.01,13.88,13.9,14.6
2024,March,2,SA,South Laurel HS,68.65,13.81,13.34,14.4,13.3
2024,March,2,SA,Washington Co HS,62.841,11.22,11.22,12.9,14.1
2024,March,2,SA,Lafayette HS,80.98,16.14,16.14,16.7,16.1
2024,March,2,SA,Madison Central HS,76.88,14.81,15.87,15.5,14.9
2024,March,2,SA,Central Hardin HS,75.65,15.34,14.81,15.1,14.4
2024,March,2,SA,George Rogers Clark HS - Varsity,75.11,14.54,15.47,16.1,14.0
2024,March,2,SA,Woodford County HS,67.691,13.21,13.88,13.3,13.5
2024,March,2,SA,John Hardin HS,72.251,14.27,14.28,15.7,13.8
2024,March,2,IA,Meridian A,70.85,14.28,14.27,13.2,14.4
2024,March,2,IA,Lyra Winterguard,68.61,13.54,14.07,13.4,13.1
2024,March,2,IW,Lexis Winter Guard,82.1,16.5,16.2,16.8,16.5
2019,February,2,P,Farragut Middle School,38.18,7.41,7.87,7.5,7.7
2019,February,2,P,Hardin Valley Prep,37.88,7.34,8.14,7.9,7.1
2019,February,2,P,Karns Prep,35.11,6.14,6.87,7.7,7.9
2019,February,2,P,Clinton Middle Winterguard,35.05,6.81,7.14,7.3,6.5
2019,February,2,P,HIPE Red,30.381,5.87,6.21,6.0,6.1
2019,February,2,N,West High School Winterguard,47.34,9.67,9.87,8.4,8.3
2019,February,2,N,Science Hill High School Winterguard,46.75,8.94,9.01,8.6,9.4
2019,February,2,N,Karns High School Blue,42.88,8.14,8.34,8.1,8.2
2019,February,2,N,Claiborne County High School Winterguard,41.15,7.74,7.81,7.3,6.6
2019,February,2,N,Lakeway Christian Academy Winterguard,32.92,7.01,6.81,6.3,6.0
2019,February,2,PPM,Karns Middle Percussion Ensemble,56.1,18.4,15.6,11.3,10.8
2019,February,2,PSN,Jefferson County High School Indoor Drumline,62.85,19.6,18.15,12.8,12.3
2019,February,2,PSN,Gibbs Indoor Drumline,57.65,18.0,15.15,12.4,12.1
2019,February,2,PSA,Karns High School,65.35,20.2,19.05,13.6,12.5
2019,February,2,PSA,Hardin Valley Academy Indoor Percussion Ensemble,71.6,22.2,19.8,14.8,14.8
2019,February,2,PSA,Halls Indoor Percussion Ensemble,70.55,21.6,19.35,15.4,14.2
2019,February,2,PSA,Oak Ridge Indoor Percussion,68.0,20.5,18.9,14.5,14.1
2019,February,2,PSA,Seymour Indoor Percussion,67.95,21.2,19.95,13.7,13.1
2019,February,2,PSA,Heritage Indoor Percussion Ensemble,65.701,20.1,18.6,14.3,12.7
2019,February,2,SRA,Powell JV,52.04,10.67,10.67,12.2,9.7
2019,February,2,SRA,Stone Memorial High School Winterguard,51.74,9.67,10.87,11.7,9.6
2019,February,2,SRA,Anderson County High School,48.08,9.27,10.01,11.0,9.2
2019,February,2,SRA,Jefferson County High School Winterguard,46.93,9.22,8.41,10.7,9.0
2019,February,2,SRA,Carter High School Winterguard,45.48,9.47,9.81,9.5,8.5
2019,February,2,SRA,William Blount High School Winterguard,44.421,8.21,9.21,9.7,9.5
2019,February,2,SRA,Maryville Winterguard,39.681,7.47,8.21,8.2,8.2
2019,February,2,SRA,Powell Varsity,57.85,11.01,11.54,12.4,11.5
2019,February,2,SRA,Karns High School Gold,55.75,10.34,11.21,11.5,10.7
2019,February,2,SRA,Hardin Valley Academy JV,54.29,10.61,10.88,11.8,10.2
2019,February,2,SRA,Gibbs High School Winterguard,52.65,10.14,10.21,11.2,10.0
2019,February,2,SA,HIPE Blue,58.35,12.41,12.54,11.1,11.0
2019,February,2,SA,Farragut High School Winterguard,53.96,11.35,11.81,10.3,10.5
2019,February,2,SA,Seymour High School Winterguard,69.25,15.48,15.27,12.9,13.8
2019,February,2,SA,Hardin Valley Academy Varsity,65.08,15.14,14.34,12.1,12.9
2019,February,2,SA,Bearden High School Winterguard,64.25,14.01,14.54,12.0,12.5
2019,February,2,IA,Forte Winterguard,70.18,15.54,15.74,12.9,14.5
2023,March,11,PSA,Henryville HS,65.5,20.2,19.8,12.4,13.1
2023,March,11,PSA,Mount Vernon Sr. HS,64.55,19.8,19.35,12.7,12.7
2023,March,11,PSA,Grayson Co HS,0.0,0.0,0.0,0.0,0.0
2023,March,11,SJ,Apollo HS Cadet,61.42,13.01,11.81,12.3,12.0
2023,March,11,SJ,Grace James Academy,59.02,12.28,10.14,12.2,12.3
2023,March,11,SJ,George Rogers Clark Cadet,59.81,12.47,10.74,11.8,12.2
2023,March,11,SJ,,59.81,12.47,10.74,11.8,12.2
2023,March,11,SJ,Washington County Junior,53.22,11.28,10.34,11.0,10.5
2023,March,11,SJ,,53.22,11.28,10.34,11.0,10.5
2023,March,11,SJ,Bullitt East HS,50.62,10.21,9.01,10.5,10.1
2023,March,11,SRA,West Union HS,66.05,13.01,13.74,13.1,13.0
2023,March,11,SRA,Heritage Hills HS,65.28,13.74,13.54,12.4,11.7
2023,March,11,SRA,Paoli HS,62.18,13.54,13.94,11.3,10.9
2023,March,11,SRA,George Rogers Clark HS - JV,59.19,12.61,12.28,11.5,11.3
2023,March,11,SRA,New Albany HS,57.35,12.41,11.94,10.8,10.6
2023,March,11,SRA,Henryville HS,56.021,11.48,12.94,10.4,10.4
2023,March,11,BR,West Union HS,66.05,13.01,13.74,13.1,13.0
2023,March,11,BR,Heritage Hills HS,65.28,13.74,13.54,12.4,11.7
2023,March,11,BR,Paoli HS,62.18,13.54,13.94,11.3,10.9
2023,March,11,BR,George Rogers Clark HS - JV,59.19,12.61,12.28,11.5,11.3
2023,March,11,BR,New Albany HS,57.35,12.41,11.94,10.8,10.6
2023,March,11,BR,Henryville HS,56.021,11.48,12.94,10.4,10.4
2023,March,11,SRA,Pulaski County HS,64.5,13.0,13.0,13.6,13.1
2023,March,11,SRA,Taylor County HS,62.48,13.61,13.27,11.9,11.8
2023,March,11,SRA,Wayne Co,62.42,12.28,12.34,12.9,12.2
2023,March,11,SRA,Apollo HS,59.08,13.01,12.67,11.0,11.1
2023,March,11,SRA,Gallatin Co,58.791,11.81,13.08,11.6,10.6
2023,March,11,SRA,Shawe Memorial HS,57.191,11.48,11.81,12.1,11.3
2023,March,11,PR,Pulaski County HS,64.5,13.0,13.0,13.6,13.1
2023,March,11,PR,Taylor County HS,62.48,13.61,13.27,11.9,11.8
2023,March,11,PR,Wayne Co,62.42,12.28,12.34,12.9,12.2
2023,March,11,PR,Apollo HS,59.08,13.01,12.67,11.0,11.1
2023,March,11,PR,Gallatin Co,58.791,11.81,13.08,11.6,10.6
2023,March,11,PR,Shawe Memorial HS,57.191,11.48,11.81,12.1,11.3
2023,March,11,SRA,Paul Laurence Dunbar HS,76.15,15.74,14.61,16.0,15.5
2023,March,11,SRA,South Laurel HS,75.41,14.94,15.07,15.9,14.5
2023,March,11,SRA,North Hardin,73.35,15.54,13.61,15.2,14.6
2023,March,11,SRA,Russell Independent HS,71.65,15.27,13.88,14.7,13.9
2023,March,11,SRA,East Jessamine,68.121,14.08,13.34,13.6,13.6
2023,March,11,SRA,Eastern HS (IN),67.221,13.61,12.81,14.2,13.7
2023,March,11,SRA,Wyoming HS,65.191,13.08,12.61,13.0,13.1
2023,March,11,SRA,Wyoming OH,65.191,13.08,12.61,13.0,13.1
2023,March,11,BR,Paul Laurence Dunbar HS,76.15,15.74,14.61,16.0,15.5
2023,March,11,BR,South Laurel HS,75.41,14.94,15.07,15.9,14.5
2023,March,11,BR,North Hardin,73.35,15.54,13.61,15.2,14.6
2023,March,11,BR,Russell Independent HS,71.65,15.27,13.88,14.7,13.9
2023,March,11,BR,East Jessamine,68.121,14.08,13.34,13.6,13.6
2023,March,11,BR,Eastern HS (IN),67.221,13.61,12.81,14.2,13.7
2023,March,11,BR,Wyoming HS,65.191,13.08,12.61,13.0,13.1
2023,March,11,BR,Wyoming OH,65.191,13.08,12.61,13.0,13.1
2023,March,11,SRA,Henry Clay HS,78.07,15.6,15.27,16.2,15.1
2023,March,11,SRA,South Oldham HS,75.02,15.61,14.61,15.7,15.5
2023,March,11,SRA,Owensboro Catholic HS,71.85,15.01,14.14,15.4,13.6
2023,March,11,SRA,Glasgow HS,71.79,14.35,14.34,15.2,14.9
2023,March,11,SRA,Lafayette HS - JV,69.061,13.99,15.07,13.6,13.8
2023,March,11,SRA,Mount Vernon Sr. HS,68.971,14.67,12.8,13.8,14.4
2023,March,11,SRA,Madison Consolidated HS,67.541,14.33,13.01,13.3,14.1
2023,March,11,PR,Henry Clay HS,78.07,15.6,15.27,16.2,15.1
2023,March,11,PR,South Oldham HS,75.02,15.61,14.61,15.7,15.5
2023,March,11,PR,Owensboro Catholic HS,71.85,15.01,14.14,15.4,13.6
2023,March,11,PR,Glasgow HS,71.79,14.35,14.34,15.2,14.9
2023,March,11,PR,Lafayette HS - JV,69.061,13.99,15.07,13.6,13.8
2023,March,11,PR,Mount Vernon Sr. HS,68.971,14.67,12.8,13.8,14.4
2023,March,11,PR,Madison Consolidated HS,67.541,14.33,13.01,13.3,14.1
2023,March,11,IRA,Morehead State University,76.06,15.22,14.14,15.4,15.8
2023,March,11,IRA,Meridian Winter Guard,69.18,14.21,13.07,14.0,14.0
2023,March,11,SA,Central Hardin HS,73.2,15.26,14.74,14.3,14.6
2023,March,11,SA,Ballard HS,70.71,14.8,14.41,14.0,14.1
2023,March,11,SA,Woodford County HS,68.72,14.01,14.21,13.6,13.4
2023,March,11,SA,Anderson Co Winterguard,68.47,13.41,14.26,14.1,13.6
2023,March,11,SA,North Harrison,67.421,13.81,13.01,14.5,12.8
2023,March,11,SA,Williamstown HS,64.451,13.61,13.54,12.6,12.3
2023,March,11,SA,Bullitt East HS,60.491,12.28,13.21,11.5,11.6
2023,March,11,SA,Lafayette HS,82.35,15.81,16.34,16.6,16.5
2023,March,11,SA,Larry A Ryle HS,82.18,16.34,16.14,16.4,16.4
2023,March,11,SA,Madison Central HS,77.47,16.0,15.47,15.2,15.9
2023,March,11,SA,Elizabethtown HS,75.74,15.47,15.27,15.0,16.1
2023,March,11,SA,George Rogers Clark HS - Varsity,74.65,15.14,14.61,14.6,15.7
2023,March,11,SA,AIS Academy,72.851,14.81,14.14,14.2,15.2
2023,March,11,SW,Warren Central HS,81.7,16.3,16.3,16.4,16.3
2023,March,11,IW,Lexis Winter Guard,84.1,16.5,17.1,16.7,16.9
2025,February,22,SRA,Charlestown HS,58.16,12.08,11.48,11.6,11.2
2025,February,22,SRA,,58.16,12.08,11.48,11.6,11.2
2025,February,22,SRA,Silver Creek HS,56.56,11.88,11.68,10.7,11.3
2025,February,22,SRA,Heritage Hills HS,56.67,10.02,11.9,12.0,12.2
2025,February,22,SRA,Bullitt East HS,55.8,10.68,10.82,11.0,11.6
2025,February,22,SRA,Daviess Co HS-JV,52.98,10.35,11.93,9.8,10.5
2025,February,22,SRA,Marion Co HS,50.761,11.35,9.61,9.6,9.9
2025,February,22,SRA,Henryville HS,49.811,10.36,9.95,10.4,9.5
